CHEK1,1.1907009147314482,-15.68937574954648,-10.991796516804085,-14.638468059561633,-2.0372097249135255,1.2839135068503738,1.2188642914586225,1.7302601188286935,2.096044853824378,-3.0294042842774314
ERRFI1,77.40639874878447,-7.7912722284977916,1.8439739884204907,-3.8225584585376486,10.742283908538196,-6.348449820943522,-2.5814318429758862,-2.7596068730966623,-2.7490598265669273,0.4849750901253628
EEA1,51.500164224425326,3.7206481700072094,10.15525124741259,-10.605104281174397,-0.4890741116573976,-1.03389587493253,1.1298247248481328,0.7134054537170363,-0.2886015414497304,-0.8053617129389168
RSPO3,-58.737089224657716,-8.252911838115407,16.628669530718877,8.955517690981907,-4.495585134346116,-3.3775847901653697,-3.4704156228724803,-0.7894845129276307,-1.3111122017249572,2.370871332334213
LRP2,29.175140581682044,41.534652305915714,7.8466441036465575,-1.6609566569682972,12.379985030695883,-31.878376312755343,0.7955620798269673,-16.359135374182404,-5.793520481467469,6.5774277721062795
BRCA1,22.349746460606582,2.224418230722107,-5.106642062231425,-17.95272589733442,-3.9941078128764906,-3.096998423026535,-0.5007592623613667,3.3360033079213447,5.260494966623452,-0.5313060477932159
LMNA,148.59523767431648,-9.799889774841024,-10.334570555222927,13.03963371119727,6.74776038021436,1.7018010380690998,-1.377056169357003,-2.521828917569525,-2.7128339533378494,-0.8001403314864881
IRAK1,101.44024507496987,-14.635964478667699,-10.498342589850425,0.27212468255968336,-0.23738806731720802,-3.1897232687641535,-1.59711737460866,-2.9675459842186247,-1.9941990408345847,1.1131898197035845
MAPK8,12.042236570163576,-0.1812315800911872,7.591462837646023,-17.426810500191316,2.525261217198037,-5.886950855529687,1.7912144609299936,1.2621320774916804,1.5211045720782679,-1.8216969578574242
BRCA2,-12.843839127812075,-9.061301999987181,7.4918037047698185,-26.086249093396738,-6.680946927076164,-1.7178774751747177,1.9615867187804783,4.944371853120054,2.5338005268068637,-2.241912606394276
E2F3,40.54824624282613,-15.643418274703592,-0.7482802530604934,-11.441145217363427,1.3093091884081414,-2.186480344410802,0.33733235509539494,1.0883258482287048,2.88943222416536,-4.452784566750512
HSPA6,-3.8367374004396306,-5.566549379459181,-13.287322241707999,4.032280020240336,-2.798394534154187,1.6092975209777758,0.2596665583659253,-7.1862339887798266,-3.8793338855302326,0.26431648495004734
ACADS,13.086063411804531,6.168522875191955,-13.311049767872008,13.108680706014185,4.211926655360436,-4.76744365384743,-1.3345078736813056,-3.3355977262211716,1.23191095407751,-2.1102619490607464
PRKDC,136.11009306214336,-10.96570552410889,3.455115260115638,-15.63971281558324,0.9243200343907699,-5.121355797730368,-2.872601661776441,1.5532510439345824,4.2029024911497,-1.912551232516
MYO1B,92.3399859216534,-3.6706722692337506,8.606436037331074,-5.8859430427027455,-0.29608213164860037,5.582585648079532,-6.127247025191429,5.154225848334429,-0.20021615141904253,-0.270154596785678
GPD2,87.36014082420692,5.1338005834096565,2.287460463387299,-12.696948827060838,1.4020167507283128,-2.4483544125516565,5.3521263498528,-0.2787770882435511,-4.105154869288612,2.4989244929186243
RPS3,182.73352862369396,-8.84044683619434,-10.0574445315763,10.532242692023976,4.88150664969039,-4.270064442544564,-1.5878217405129158,-0.5349196895486126,-1.134824145314742,-2.166023088941408
