V1	V2	V3	V4	V5
1469	6	146	349	1313	4.44392419245316
1470	6	14	349	1592	4.44388706405785
1471	143	349	668	3622	4.4438359093955
1472	143	241	349	725	4.44382757500136
1473	6	143	349	936	4.44377803115257
1474	668	1083	1669	2246	4.44377363332063
1475	146	310	349	1096	4.44376003430801
1476	143	152	349	521	4.44374896757438
1477	143	203	349	3342	4.44374426712713
1478	46	146	168	349	4.44370138209059
1479	143	146	211	349	4.44369816837207
1480	143	203	349	2053	4.44366442171315
1481	146	152	349	3521	4.44365422378147
1482	349	392	1096	1532	4.44364544982194
1483	143	146	349	899	4.44363866837207
1484	143	156	241	349	4.44363407500136
1485	146	349	1096	1592	4.44352996898215
1486	146	203	280	349	4.44349858562616
1487	143	152	349	3601	4.44349067518411
1488	143	152	349	1843	4.44346692518411
1489	6	143	349	3371	4.44346578115257
1490	146	168	349	3360	4.44341763209059
1491	143	241	349	2316	4.44341682500136
1492	146	168	349	739	4.44340275827467
1493	143	241	309	349	4.44337207500136
1494	143	349	668	3521	4.4433596593955
1495	146	152	349	916	4.44331647378147
1496	143	203	349	579	4.44331551712713
1497	105	143	152	349	4.44329488966975
1498	143	146	349	1319	4.44325866837207
1499	143	241	349	1667	4.44321515719565
1500	152	222	349	1592	4.44320536587871
1501	349	668	1669	1995	4.44315501830311
1502	6	143	349	904	4.44312128115257
1503	6	146	349	731	4.44311994245316
1504	112	349	668	1083	4.44309703619782
1505	152	349	754	1592	4.44305191745764
1506	6	143	349	695	4.44304678115257
1507	152	349	813	1592	4.44303666745764
1508	146	152	349	2246	4.44302697636236
1509	241	349	899	1592	4.44302482968165
1510	6	143	349	670	4.44298703115257
1511	6	146	349	2246	4.44295352477902
1512	14	146	349	1482	4.44292682758207
1513	143	241	349	1357	4.44285732500136
1514	146	349	531	668	4.44284904270643
1515	178	349	668	1083	4.44283953619782
1516	143	152	349	351	4.44280467518411
1517	143	168	349	3342	4.44275610543463
1518	143	193	349	1096	4.44273781199468
1519	6	143	349	4329	4.44269953115257
1520	152	349	639	1592	4.44269759708459
1521	143	241	349	359	4.44264344003869
1522	146	168	349	3521	4.44260813209059
1523	143	168	211	349	4.44258885543463
1524	143	152	349	1011	4.44254803636505
1525	143	152	349	4410	4.44254617518411
1526	6	143	349	2392	4.44253853115257
1527	152	290	349	1592	4.44252841745764
1528	14	143	168	349	4.44252010543463
1529	6	146	349	891	4.44243769245316
1530	143	168	349	879	4.44243310543463
1531	143	152	349	1969	4.44242715054819
1532	146	168	349	1299	4.44240913209059
1533	146	152	222	349	4.44240108367641
1534	143	152	349	971	4.44238792518411
1535	6	143	349	791	4.44237828115257
1536	146	152	349	977	4.44235722378147
1537	146	152	349	3091	4.44228597378147
1538	349	668	1083	2657	4.44223603619782
1539	146	152	349	913	4.44222222378147
1540	143	152	349	4282	4.44221117518411
1541	146	168	319	349	4.44219838209059
1542	211	241	349	1592	4.44217232968165
1543	146	349	579	1482	4.44212332758207
1544	6	146	349	2866	4.44211044245316
1545	143	152	349	4962	4.44206892518411
1546	211	349	668	1083	4.44206453619782
1547	146	349	646	1096	4.4420613933836
1548	30	143	152	349	4.44205667518411
1549	152	349	359	1592	4.44204994439344
1550	143	349	646	1096	4.44202177241529
1551	146	280	349	899	4.44200407303332
1552	161	349	668	1083	4.44196278619782
1553	349	407	668	1083	4.44180403619782
1554	143	349	668	1204	4.44178551869605
1555	143	152	349	391	4.44174092518411
1556	152	349	1592	1719	4.44159891745764
1557	6	146	152	280	4.44159215780449
1558	6	146	349	2423	4.44150944245316
1559	143	152	349	1170	4.44150267518411
1560	11	280	349	1096	4.44147976539047
1561	143	335	349	668	4.4414089093955
1562	82	146	349	668	4.44139986690932
1563	168	241	349	2463	4.44137492317089
1564	280	349	668	1096	4.44136643169943
1565	146	280	349	1892	4.44135735341863
1566	152	349	1592	2246	4.44120001884527
1567	152	349	1592	2320	4.44119866745764
1568	143	241	341	349	4.44118707500136
1569	6	143	159	349	4.44115728115257
1570	143	280	349	1028	4.44112546222746
1571	6	143	349	2053	4.44111641877079
1572	143	151	349	668	4.44108578381271
1573	143	203	349	3023	4.44106926712713
1574	152	349	1319	1592	4.44105166745764
1575	143	152	349	1128	4.4410421896322
1576	143	152	349	1351	4.44097317518411
1577	143	152	349	812	4.44090992518411
1578	247	349	668	3525	4.44090763618972
1579	139	146	241	349	4.44088784376621
1580	143	349	668	813	4.4408734093955
1581	146	349	392	668	4.44087055831178
1582	146	168	349	812	4.44075638209059
1583	168	349	1083	1592	4.44072940396848
1584	6	143	349	1252	4.44070778115257
1585	6	222	349	668	4.44067762084843
1586	6	143	349	2997	4.44061528115257
1587	143	168	349	899	4.44059760543463
1588	349	668	1083	3073	4.44048553619782
1589	53	152	349	1592	4.44046633172523
1590	146	168	349	4611	4.44045763209059
1591	143	152	349	953	4.44045698698293
1592	349	668	1083	2392	4.44038903619782
1593	146	168	349	3622	4.44038513209059
1594	152	349	1592	1607	4.44034541745764
1595	146	349	668	1418	4.44032048118114
1596	143	152	349	3726	4.44027392518411
1597	143	196	349	668	4.44025490147985
1598	143	211	349	1096	4.44020797784395
1599	143	152	349	358	4.44020242518411
1600	146	152	349	4286	4.44019072378147
1601	143	152	349	1394	4.44019067518411
1602	146	152	349	1313	4.44016472378147
1603	349	668	1083	1313	4.44015578619782
1604	146	280	349	617	4.44013107303332
1605	143	349	551	668	4.44012642283841
1606	86	349	668	1083	4.44011578619782
1607	146	168	349	725	4.44010938209059
1608	143	152	349	2398	4.44001592518411
1609	143	152	349	904	4.44000042518411
1610	168	349	521	668	4.43998750983154
1611	6	146	339	349	4.43994594245316
1612	6	143	349	1843	4.43988828115257
1613	241	349	1096	2463	4.43975580581496
1614	143	241	349	2100	4.43974357500136
1615	143	241	349	2657	4.43967982500136
1616	146	349	663	1096	4.43966608452946
1617	152	349	1287	1592	4.43961423585559
1618	6	146	349	676	4.43960869245316
1619	143	349	994	1096	4.43960772784395
1620	143	168	349	782	4.43951460543463
1621	143	349	668	2657	4.4394734093955
1622	143	241	349	615	4.43941232500136
1623	280	349	1592	2213	4.43931670230166
1624	6	143	349	4380	4.43928903115257
1625	280	349	793	1096	4.43928756839852
1626	146	349	668	3773	4.4392797520291
1627	143	152	349	1591	4.43926092518411
1628	6	143	349	2267	4.43923053115257
1629	143	146	349	646	4.43921104119049
1630	146	349	1028	1482	4.43913895612022
1631	119	146	168	349	4.4391354713954
1632	152	349	1592	2614	4.43913249923402
1633	143	152	349	2970	4.43907592518411
1634	143	349	661	668	4.4390426593955
1635	143	168	349	1984	4.43901985543463
1636	143	168	349	551	4.43899269968216
1637	146	152	349	3074	4.43898897378147
1638	146	152	349	848	4.43897187211378
1639	143	152	349	855	4.43896542518411
1640	146	152	319	349	4.43893447378147
1641	6	146	349	3271	4.43892694245316
1642	146	152	349	1863	4.43885828281715
1643	143	152	349	690	4.43878517518411
1644	143	280	349	1984	4.43877507887959
1645	146	168	349	1648	4.43874779586393
1646	143	146	349	1984	4.43871391837207
1647	6	143	349	1262	4.43869403115257
1648	349	668	1083	1892	4.43867208592045
1649	146	152	349	1362	4.43864722378147
1650	152	203	349	1995	4.43856361246939
1651	146	152	349	1532	4.43855933478842
1652	146	152	349	879	4.43852722378147
1653	6	146	349	867	4.43851969245316
1654	72	310	668	1083	4.43851964672282
1655	143	146	349	1653	4.43851316837207
1656	143	152	349	1220	4.43850142518411
1657	247	349	668	1995	4.43850137366135
1658	143	152	326	349	4.43849478875756
1659	143	152	349	574	4.43845767518411
1660	146	349	392	719	4.438435436474
1661	349	668	994	1592	4.43841816162356
1662	143	349	668	848	4.43841255772781
1663	146	152	337	349	4.43838847378147
1664	143	152	349	706	4.43830041670821
1665	6	146	349	813	4.43827919245316
1666	152	349	668	3525	4.43827020931023
1667	143	152	349	670	4.43826167518411
1668	143	168	349	3799	4.43825641788663
1669	143	349	939	1096	4.43820522784395
1670	143	241	349	656	4.43820057500136
1671	143	280	349	899	4.43819732887959
1672	146	241	349	1669	4.43814550998604
1673	157	349	668	1083	4.43813903619782
1674	143	241	349	3173	4.43813836968864
1675	146	152	349	782	4.43809097378147
1676	349	434	668	1083	4.43808822433732
1677	6	143	202	349	4.43799228115257
1678	6	143	195	349	4.43793678689923
1679	143	349	793	1096	4.43788365079192
1680	6	222	349	1592	4.4378517669435
1681	143	222	280	349	4.4377915534464
1682	146	241	349	3799	4.43777707156645
1683	349	668	1083	1397	4.43775178619781
1684	143	152	349	3563	4.43768792518411
1685	146	241	349	1153	4.43763059376621
1686	143	241	349	711	4.43762632500136
1687	6	146	349	4343	4.43760944245316
1688	241	349	531	2463	4.43759988090844
1689	6	146	157	349	4.43759169245316
1690	349	617	668	1083	4.43758753619782
1691	6	143	349	2970	4.43757678115257
1692	280	349	392	2213	4.43756440929995
1693	6	146	349	3296	4.43756244245316
1694	132	349	668	1083	4.43750003619782
1695	280	349	392	1532	4.43742623157269
1696	280	349	392	1028	4.43735306245841
1697	146	168	316	349	4.43734438209059
1698	286	349	668	1083	4.43733478619782
1699	6	222	349	1096	4.43732842224988
1700	143	168	349	1798	4.43729371391448
1701	152	196	349	1592	4.43708391955928
1702	6	146	349	3514	4.43707044245316
1703	82	146	349	1096	4.4370396617109
1704	143	349	1073	1096	4.43701916910826
1705	168	349	531	1592	4.43698909342588
1706	119	146	152	349	4.43698681308628
1707	152	349	977	1592	4.43695441745764
1708	318	349	668	1083	4.43695353619781
1709	143	241	349	1648	4.43689203058055
1710	143	349	668	1843	4.4368804093955
1711	349	602	668	1083	4.43684553619781
1712	349	392	1096	2213	4.43682752318497
1713	6	168	349	1083	4.43682591293151
1714	6	143	349	912	4.43682553115257
1715	349	668	725	1083	4.43681328619782
1716	143	241	349	2107	4.43680168922128
1717	6	146	349	3521	4.43669144245316
1718	143	168	349	3023	4.43669060543463
1719	203	241	349	1083	4.43667551433972
1720	152	349	1592	4992	4.43662841745764
1721	143	338	349	668	4.4366251593955
1722	143	152	349	790	4.43660902651034
1723	146	168	349	1287	4.43658126399276
1724	143	152	349	968	4.43657992518411
1725	143	241	349	891	4.43656932500136
1726	143	168	349	617	4.43656910543463
1727	146	152	349	2332	4.43655447378147
1728	280	349	1096	1121	4.43654326989621
1729	143	152	349	462	4.43654017518411
1730	6	146	349	670	4.43653194245316
1731	152	349	390	1592	4.43649316745764
1732	146	349	793	1096	4.43648349126446
1733	143	152	349	958	4.43646867518411
1734	143	289	349	668	4.4364034093955
1735	241	349	1592	1892	4.43640202410849
1736	143	349	392	1028	4.43637793354293
1737	143	152	349	3115	4.43637617518411
1738	6	152	349	551	4.43637398297905
1739	241	349	1592	1984	4.43637382968165
1740	222	241	349	668	4.43636241448515
1741	143	241	349	564	4.43625497731396
1742	143	349	668	2101	4.43624996532863
1743	6	143	349	4206	4.43622903115257
1744	143	211	280	349	4.43621532887959
1745	6	88	143	349	4.43620503115257
1746	143	168	349	1204	4.43618151315015
1747	143	152	349	4332	4.43617217518411
1748	146	159	168	349	4.43607013209059
1749	146	152	349	725	4.43602597378147
1750	241	349	782	1592	4.43601507968165
1751	143	146	349	415	4.43600258147844
1752	152	349	668	2463	4.43590139580783
1753	6	146	349	651	4.43586569245316
1754	6	146	349	725	4.43586469245316
1755	143	203	349	916	4.43585026712713
1756	6	146	349	875	4.43584294245316
1757	143	152	349	1722	4.43583817518411
1758	6	146	349	1010	4.43577390400134
1759	6	222	349	392	4.43576263009368
1760	6	146	349	1374	4.43572944245316
1761	6	143	349	1670	4.43567878115257
1762	152	299	349	1592	4.43567791745764
1763	6	143	349	4019	4.43565128115257
1764	143	349	663	668	4.43563975884923
1765	143	203	349	3360	4.43562801712713
1766	152	156	349	1592	4.43558791745764
1767	6	146	349	656	4.43557519245316
1768	241	349	1653	2463	4.43557002933106
1769	152	349	1592	3091	4.43556941745764
1770	143	280	349	3235	4.43554732887959
1771	6	143	349	3045	4.43554328115257
1772	146	241	349	1299	4.43554134376621
1773	146	168	196	349	4.43547947723083
1774	349	668	1083	2090	4.43545678619782
1775	241	349	551	1592	4.43544114804551
1776	143	280	349	1669	4.43542988844599
1777	143	241	349	1046	4.43540907500136
1778	143	280	349	564	4.43540751284817
1779	152	157	349	1592	4.43538791745764
1780	143	168	349	1532	4.43537558970139
1781	146	168	280	1096	4.43535673593371
1782	146	152	349	738	4.43535347378147
1783	146	349	899	1482	4.43535182758207
1784	143	146	349	939	4.43532116837207
1785	203	349	1073	1592	4.43530609788999
1786	143	349	668	1046	4.4352619093955
1787	152	349	848	1592	4.43522244225159
1788	280	349	392	1121	4.43521606695256
1789	139	143	280	349	4.43520932887959
1790	280	349	1096	3173	4.4351988511451
1791	143	241	349	731	4.43519532500136
1792	146	152	316	349	4.43516247378147
1793	6	143	349	367	4.43512853115257
1794	152	349	1592	4286	4.43510391745764
1795	6	146	349	491	4.43507194245316
1796	143	203	349	2493	4.43507051712713
1797	143	241	247	349	4.43506694694549
1798	143	241	349	1397	4.43505257500136
1799	143	349	668	2040	4.4350449093955
1800	6	143	349	1357	4.43503428115257
1801	6	146	312	349	4.43501469245316
1802	146	168	189	349	4.43501413209059
1803	146	152	349	485	4.43499547378147
1804	146	152	349	2657	4.43498322378147
1805	146	203	349	1995	4.43496831557758
1806	143	152	349	866	4.43491442518411
1807	143	146	349	1028	4.43491098240673
1808	146	152	349	875	4.43488147378147
1809	316	349	668	1083	4.43488053619782
1810	241	349	1153	1592	4.43486882968165
1811	222	241	349	1482	4.434861566055
1812	6	146	349	916	4.43481994245316
1813	80	143	152	349	4.43480742518411
1814	143	241	349	1374	4.43478282500136
1815	290	349	668	1083	4.43469778619782
1816	6	143	349	1952	4.43467928115257
1817	143	152	349	2004	4.43467267518411
1818	146	241	290	349	4.43466159376621
1819	146	152	349	778	4.43463772378147
1820	143	349	719	1083	4.43450253639213
1821	143	241	349	1176	4.43448482500136
1822	146	203	349	1482	4.43445026825468
1823	6	146	349	3579	4.43443444245316
1824	349	579	668	1083	4.43437878619782
1825	152	349	1592	2054	4.43433916745764
1826	143	152	193	349	4.43432379086035
1827	146	241	349	782	4.43431984376621
1828	152	349	916	1592	4.43431491745764
1829	143	310	349	415	4.43427704906233
1830	143	349	543	668	4.4342384093955
1831	241	349	1592	1669	4.43423740136232
1832	143	349	1096	1319	4.43412097784395
1833	6	146	349	1857	4.43411794245316
1834	143	152	349	4347	4.43411392518411
1835	349	668	831	1083	4.43410553619782
1836	82	146	280	349	4.43409084940332
1837	143	349	551	1482	4.43408573864475
1838	139	349	668	1083	4.43403603619782
1839	6	143	349	2167	4.43401353115257
1840	349	668	1083	3710	4.43401103619782
1841	6	168	349	392	4.43401081587421
1842	143	152	349	911	4.43401042518411
1843	146	241	349	407	4.43399284376621
1844	152	349	1592	3799	4.43395107007076
1845	349	668	1592	3023	4.43390116162356
1846	349	668	1083	1299	4.43388678619782
1847	146	349	1096	1653	4.43388334167941
1848	143	152	349	4018	4.43387817518411
1849	143	168	349	3360	4.43385185543463
1850	132	143	152	349	4.43384617518411
1851	241	349	1299	1592	4.43383907968165
1852	146	280	349	939	4.43383007303332
1853	152	177	241	349	4.43382824926891
1854	6	119	146	349	4.43377600898575
1855	143	241	349	739	4.43376682500136
1856	349	668	1083	1591	4.43375303619782
1857	143	168	349	1892	4.43374768668296
1858	152	349	1592	4327	4.43374741745764
1859	143	152	349	367	4.43370067518411
1860	146	280	349	564	4.43366725238212
1861	82	146	168	349	4.43364456667668
1862	6	146	251	349	4.43363844245316
1863	139	146	280	349	4.43362207303332
1864	152	241	349	719	4.43361663624088
1865	146	349	1096	1319	4.43356634167941
1866	143	349	1096	1984	4.43352572784395
1867	338	349	668	1083	4.43352503619782
1868	152	241	349	1083	4.43351652549726
1869	143	241	349	2903	4.43343382500136
1870	222	241	349	1083	4.43342391545894
1871	82	146	349	392	4.43336386352222
1872	349	465	668	1083	4.43332753619782
1873	146	168	349	1487	4.43328838209059
1874	143	349	668	1798	4.43328142046054
1875	6	280	349	668	4.43327266376302
1876	241	349	407	1592	4.43322057968165
1877	349	668	1083	1482	4.43320195854757
1878	152	349	875	1592	4.43316841745764
1879	168	349	668	1995	4.43313799280301
1880	152	287	349	1592	4.43310916745764
1881	146	349	1482	3773	4.43301589184482
1882	349	668	1319	1592	4.43298966162356
1883	349	668	1083	2668	4.43296478619782
1884	72	247	668	1083	4.43296263474706
1885	6	143	349	4783	4.43292228115257
1886	146	152	349	3387	4.43290822378147
1887	6	349	579	1592	4.43284506405785
1888	143	349	668	854	4.4327454093955
1889	146	168	349	4992	4.43272513209059
1890	143	152	349	2799	4.43271042518411
1891	146	152	349	1374	4.43270997378147
1892	143	203	349	3525	4.43268803358834
1893	41	143	241	349	4.43268382500136
1894	143	152	349	852	4.43263392518411
1895	146	241	349	879	4.43256959376621
1896	11	146	349	392	4.43249513061583
1897	143	152	349	1252	4.43248842518411
1898	146	168	349	1356	4.43247813209059
1899	6	146	349	750	4.43241869245316
1900	14	280	349	1592	4.43240455947983
1901	349	433	668	1083	4.43232653619782
1902	146	168	349	663	4.43231512897862
1903	53	143	241	349	4.43231199000666
1904	203	280	349	1592	4.43228894033811
1905	146	152	349	750	4.43228522378147
1906	241	349	531	1073	4.43225708589357
1907	146	152	349	1895	4.43225322378147
1908	79	143	152	349	4.43223917518411
1909	6	143	349	1345	4.43220528115257
1910	152	349	411	1096	4.43212934746632
1911	143	203	349	617	4.43211676712713
1912	143	168	349	913	4.43201610543463
1913	6	146	349	2054	4.43201544245316
1914	6	143	349	1713	4.43197003115257
1915	241	349	1592	1798	4.43196181199118
1916	143	241	349	2114	4.43196157500136
1917	6	143	349	2221	4.43193578115257
1918	143	152	241	1073	4.43192550484452
1919	6	143	349	1350	4.43190303115257
1920	143	241	349	4992	4.43189407500136
1921	146	152	349	2060	4.43188824667948
1922	152	168	349	521	4.43186000390672
1923	143	152	349	1235	4.43185092518411
1924	146	168	349	754	4.43183438209059
1925	143	152	349	1197	4.43177617518411
1926	349	668	1083	1298	4.43175114167667
1927	143	146	349	617	4.43171241837207
1928	241	310	349	2463	4.43169034670009
1929	168	222	349	1096	4.43168592922013
1930	349	579	668	1592	4.43167941162356
1931	6	146	349	661	4.43153869245316
1932	349	668	782	1083	4.43151703619782
1933	152	349	559	1592	4.43150816745764
1934	143	319	349	668	4.4314901593955
1935	31	349	668	1083	4.43148553619782
1936	143	146	349	3023	4.43146991837207
1937	349	573	668	1083	4.43145165262225
1938	14	349	668	1592	4.43144691162356
1939	143	241	349	1591	4.43144282500136
1940	146	241	349	1356	4.43142609376621
1941	143	152	349	405	4.43137967518411
1942	146	152	349	731	4.43136847378147
1943	349	410	668	1083	4.43136828619782
1944	349	668	1083	2100	4.43133153619782
1945	143	146	349	3799	4.4312974484041
1946	6	146	349	1007	4.43125294245316
1947	146	349	939	1096	4.43122534167941
1948	46	143	349	668	4.4311784093955
1949	143	168	349	2054	4.43112210543463
1950	146	152	349	1032	4.43106147378147
1951	349	668	1592	1653	4.43104391162356
1952	152	349	782	1592	4.43102666745764
1953	143	152	349	3464	4.43100767518411
1954	143	203	349	407	4.43099601712713
1955	146	152	349	4728	4.43099497378147
1956	349	668	1592	2614	4.43099422531937
1957	146	152	349	559	4.43099147378147
1958	247	668	1083	3525	4.43095046522208
1959	146	168	287	349	4.43088338209059
1960	88	143	203	349	4.43087001712713
1961	143	280	349	1299	4.43086032887959
1962	119	143	203	349	4.43085885994036
1963	241	349	1592	3235	4.43084407968165
1964	152	349	1592	2100	4.43083791745764
1965	6	143	349	592	4.43080253115257
1966	6	143	349	702	4.43079153115257
1967	143	241	349	1843	4.43078257500136
1968	143	316	349	668	4.4307301593955
1969	6	146	349	2100	4.43072544245316
1970	6	11	152	349	4.43059638185351
1971	146	203	349	1592	4.43058452157988
1972	349	392	1096	1482	4.43056899083566
1973	6	82	280	349	4.43056475747036
1974	46	241	349	1592	4.43056282968165
1975	143	168	349	407	4.43052685543463
1976	146	168	349	2332	4.43047913209059
1977	241	349	1592	3444	4.43043682968165
1978	6	105	143	349	4.43042427092595
1979	143	280	349	1667	4.43036477156539
1980	152	349	392	1482	4.43034507787457
1981	14	143	349	1482	4.43032698945722
1982	349	668	2184	3525	4.43031969318034
1983	6	143	224	349	4.43028728115257
1984	143	152	349	2992	4.43025131685754
1985	255	349	668	1083	4.43023853619782
1986	143	349	668	1357	4.4302079093955
1987	6	349	392	1041	4.43020256367084
1988	143	349	465	668	4.4301816593955
1989	319	349	668	1083	4.43016328619782
1990	14	152	241	349	4.43012766555193
1991	146	241	349	3444	4.43004934376621
1992	112	241	1073	2053	4.43004261217633
1993	146	241	349	465	4.42996084376621
1994	168	349	1096	1482	4.42995467267252
1995	152	241	349	710	4.42994685772277
1996	143	280	349	3360	4.42994032887959
1997	152	349	938	1592	4.42993916745764
1998	6	143	349	3825	4.42991878115257
1999	146	152	349	1487	4.42986222378147
2000	146	152	349	867	4.42986163781935
