V1	V2	V3	V4
2602	152	349	2011	2.17016908522992
2603	143	349	1904	2.17016305379433
2604	349	1592	2742	2.17016030880401
2605	152	349	1400	2.17015742038541
2606	349	1592	2931	2.17015605880401
2607	105	146	349	2.1701511265718
2608	280	349	559	2.17012953148711
2609	222	349	1299	2.17012191346651
2610	146	349	4000	2.17011758434695
2611	349	1267	3235	2.17009919520943
2612	6	349	3507	2.1700796331216
2613	349	1394	1592	2.17003630880401
2614	143	349	4922	2.17002343660423
2615	349	1083	3773	2.17000862126046
2616	349	668	1798	2.17000634756268
2617	146	152	310	2.16997888293188
2618	143	349	3014	2.16994730379433
2619	152	349	1021	2.16993842038541
2620	349	535	668	2.16993434756268
2621	349	1096	3023	2.1698860264839
2622	241	349	1231	2.16987034264993
2623	349	668	750	2.16985209756268
2624	6	146	392	2.16985021439492
2625	241	339	349	2.16982284264993
2626	152	349	2889	2.16981235126718
2627	143	349	978	2.16974713083185
2628	30	152	349	2.16973092038541
2629	193	1096	1204	2.16972630934957
2630	349	968	1592	2.16972380880401
2631	668	2246	3525	2.16971529427263
2632	37	143	349	2.16971525677236
2633	146	349	1713	2.16968983434695
2634	6	143	203	2.16968732835604
2635	146	349	2466	2.16966708434695
2636	152	349	2491	2.16965792038541
2637	241	310	2053	2.16965037783836
2638	619	668	1083	2.1696250786898
2639	6	349	778	2.1696221331216
2640	349	668	2667	2.16962084756268
2641	6	349	1844	2.1696183831216
2642	280	349	793	2.16960925090688
2643	6	349	938	2.1695986331216
2644	146	349	3299	2.16959215687564
2645	349	579	2463	2.16958816068335
2646	241	349	4611	2.16956734264993
2647	94	152	349	2.16956592038541
2648	349	668	4783	2.16956234756268
2649	143	349	3952	2.16954705379433
2650	349	1592	2048	2.16952330880401
2651	146	349	4127	2.16952208434695
2652	103	152	349	2.16946542038541
2653	349	640	1592	2.16946405880401
2654	241	349	4184	2.16945777938332
2655	152	349	688	2.16945642038541
2656	241	349	379	2.16944684264993
2657	171	241	349	2.16942934264993
2658	6	143	1482	2.1694190459569
2659	349	668	2997	2.16940784756268
2660	56	280	349	2.16937566182118
2661	146	349	866	2.16935008434695
2662	152	349	409	2.16934517038541
2663	668	1083	2090	2.1693235786898
2664	143	349	3211	2.16932105379433
2665	143	177	349	2.16930618660694
2666	349	668	977	2.16930559756268
2667	152	349	5073	2.16930292038541
2668	349	378	1592	2.16929430880401
2669	1096	1204	3173	2.16928259942457
2670	6	349	351	2.1692596331216
2671	222	349	2614	2.16925770455416
2672	152	349	1286	2.16925347273967
2673	349	663	1592	2.16925280737203
2674	241	311	349	2.16924909264993
2675	152	349	4940	2.16919817038541
2676	241	349	882	2.16919534264993
2677	143	349	1186	2.16918955379433
2678	6	168	280	2.16917818304379
2679	241	349	738	2.16917584264993
2680	6	349	1010	2.16916309466978
2681	152	349	567	2.16914867038541
2682	146	349	649	2.16912583434695
2683	280	349	1844	2.16911478148711
2684	146	349	1354	2.16909483434695
2685	146	349	1049	2.16908833434695
2686	152	349	3751	2.16907442038541
2687	143	349	3278	2.16904255379433
2688	24	349	668	2.16900684756268
2689	349	1267	3023	2.16899569520943
2690	143	349	528	2.16899155379433
2691	349	1592	4753	2.16890280880401
2692	349	879	1096	2.1688637764839
2693	349	462	668	2.16884984756268
2694	146	349	1099	2.16883633434695
2695	349	1073	2213	2.16883571122082
2696	349	436	668	2.16883166523313
2697	349	675	1592	2.16882980880401
2698	349	953	1592	2.16881962060284
2699	349	1592	4206	2.16880905880401
2700	143	349	3152	2.16880505379433
2701	143	349	1724	2.16880155379433
2702	143	349	1602	2.16877405379433
2703	80	241	349	2.16876734264993
2704	668	1083	2101	2.16871822284641
2705	6	143	241	2.16871602279373
2706	241	349	629	2.16871259264993
2707	241	349	1226	2.16867009264993
2708	241	349	559	2.16866984264993
2709	222	349	2040	2.16866516346651
2710	6	349	971	2.1686443831216
2711	349	579	1096	2.1685465264839
2712	143	349	1952	2.16852580379433
2713	349	1482	1995	2.16852562346205
2714	241	349	1670	2.16851784264993
2715	146	349	1024	2.16851758434695
2716	349	358	668	2.16851009756268
2717	615	668	1083	2.1685010786898
2718	146	349	2500	2.16849583434695
2719	6	349	3023	2.1684791331216
2720	349	617	1096	2.1684650264839
2721	349	1592	4031	2.16843605880401
2722	280	349	1653	2.16843378148711
2723	349	1592	3871	2.16842830880401
2724	146	346	349	2.16841658434695
2725	143	349	674	2.1684107348815
2726	152	349	646	2.16840432767485
2727	152	349	709	2.1684042639719
2728	222	349	1667	2.16840423302373
2729	143	349	2411	2.16839980379433
2730	152	349	1032	2.16837842038541
2731	314	531	1096	2.16837019768184
2732	56	152	241	2.16836107499971
2733	241	867	1073	2.16834647864058
2734	152	334	349	2.16832821598434
2735	232	241	349	2.16831734264993
2736	146	349	2321	2.16830983434695
2737	114	146	349	2.16830860840041
2738	152	349	940	2.16828042038541
2739	280	349	3235	2.16827828148711
2740	152	349	1150	2.16827260010465
2741	349	668	1252	2.16826959756268
2742	241	349	812	2.16826784264993
2743	225	668	1083	2.1682655786898
2744	349	497	668	2.16826309756268
2745	280	349	3933	2.16825328148711
2746	114	349	668	2.16824934756268
2747	239	241	349	2.16823684264993
2748	241	349	2997	2.16822509264993
2749	668	1083	3094	2.1682138286898
2750	349	2463	3023	2.16820166068335
2751	178	668	1083	2.1681425786898
2752	349	2463	3799	2.16810899785326
2753	152	349	655	2.16810492038541
2754	152	349	3525	2.16809250880397
2755	280	349	1669	2.16804566276329
2756	86	668	1083	2.1680378286898
2757	349	668	766	2.16802734756268
2758	280	349	677	2.16802277831401
2759	280	349	407	2.16801903148711
2760	668	1083	1840	2.1680170786898
2761	146	168	1995	2.1680129138032
2762	152	349	2919	2.16800892038541
2763	6	349	3074	2.1679811331216
2764	280	349	1011	2.16797191961103
2765	146	349	4206	2.16793358434695
2766	222	349	1073	2.1679221648355
2767	349	1083	1153	2.16792060994533
2768	349	376	1267	2.1679032715693
2769	349	668	691	2.16787309756268
2770	152	349	976	2.16786492038541
2771	168	349	1121	2.16786425253779
2772	349	1096	1669	2.16785290776008
2773	349	531	1083	2.16780448079596
2774	143	349	1207	2.16779680379433
2775	349	668	1064	2.16779084756268
2776	349	1267	3342	2.16774944520943
2777	280	349	595	2.16774503799623
2778	6	349	2060	2.1677431331216
2779	349	721	1592	2.16774030880401
2780	143	349	1814	2.16773980379433
2781	143	203	668	2.16773771820699
2782	241	349	3325	2.16773484264993
2783	222	287	349	2.16773341346651
2784	349	1592	3451	2.16772980880401
2785	146	349	654	2.16771708434695
2786	152	280	392	2.16770661743226
2787	349	668	1374	2.16766909756268
2788	349	1592	1951	2.16766830880401
2789	531	668	1083	2.1676588286898
2790	146	349	4031	2.16764508434695
2791	349	668	959	2.16764241258513
2792	330	349	392	2.16763374072939
2793	241	349	1969	2.16763109264993
2794	143	349	3801	2.16762855379433
2795	6	349	2434	2.1676248831216
2796	349	668	1120	2.16760723087528
2797	349	668	3061	2.16758584756268
2798	143	349	3290	2.16758480379433
2799	152	349	372	2.16754892038541
2800	189	222	349	2.16753266346651
2801	146	349	3931	2.16750833434695
2802	349	610	1592	2.16748630880401
2803	152	338	349	2.16747342038541
2804	143	349	569	2.16746630379433
2805	146	349	483	2.16746558434695
2806	146	349	3932	2.16745558434695
2807	349	668	2154	2.16742449461195
2808	349	1096	3799	2.16742103670411
2809	6	349	3061	2.1674116331216
2810	349	411	551	2.16739930787255
2811	349	1592	4018	2.16732355880401
2812	6	349	406	2.1673161331216
2813	152	668	2184	2.16729807637567
2814	280	349	3579	2.16727528148711
2815	146	349	2390	2.16727133434695
2816	241	349	1574	2.1671957980607
2817	143	349	767	2.16717255379433
2818	187	211	708	2.16717196235901
2819	172	241	349	2.16715259264993
2820	280	349	1287	2.16715017787657
2821	6	349	1418	2.16714469167645
2822	152	349	1888	2.16713717038541
2823	6	349	2320	2.1671188831216
2824	27	668	1083	2.1671165786898
2825	349	939	1267	2.16710044520943
2826	143	349	698	2.16706955379433
2827	112	241	310	2.16706221750759
2828	349	1592	3095	2.16706005880401
2829	349	353	668	2.16705859756268
2830	80	349	668	2.16705259756268
2831	349	1267	1798	2.16704169520944
2832	132	241	349	2.16703909264993
2833	143	349	2852	2.16703380379433
2834	152	349	854	2.16699717038541
2835	152	349	351	2.16697992038541
2836	146	228	349	2.16696583434695
2837	349	668	2940	2.16694159756268
2838	280	349	938	2.16693803148711
2839	53	222	349	2.16691920939893
2840	349	654	1592	2.16691705880401
2841	241	349	3296	2.16689559264993
2842	280	392	1028	2.16688539199817
2843	310	349	1096	2.16686503064448
2844	668	1083	3521	2.1668473286898
2845	668	1083	1984	2.1668445786898
2846	152	349	581	2.16683892038541
2847	143	349	1373	2.16683255379433
2848	6	349	374	2.1668016331216
2849	80	146	349	2.16678133434695
2850	152	349	900	2.16677417038541
2851	203	349	994	2.16676860609066
2852	668	1083	1863	2.1667505786898
2853	143	349	475	2.16674598451608
2854	168	349	2107	2.16672946809006
2855	349	668	682	2.16672934756268
2856	143	349	3761	2.16672655379433
2857	146	349	378	2.16672133434695
2858	349	668	1481	2.16671134756268
2859	50	152	349	2.16666717038541
2860	415	1073	1083	2.16665984961475
2861	152	349	376	2.16665202970759
2862	146	349	766	2.16664933434695
2863	349	668	2107	2.16664459756268
2864	146	349	2221	2.16662858434695
2865	280	349	379	2.16662553148711
2866	668	1083	1969	2.1666060786898
2867	6	34	349	2.1665911975393
2868	143	349	4616	2.16657380379433
2869	222	349	4603	2.16657016346651
2870	241	349	3916	2.16656634264993
2871	152	349	661	2.16654717038541
2872	222	349	1007	2.16654091346651
2873	152	349	3914	2.16653192038541
2874	152	247	349	2.16652885947047
2875	349	1592	3115	2.16651355880401
2876	349	714	1592	2.16650655880401
2877	668	1083	5245	2.16649604265499
2878	152	349	3769	2.16646867038541
2879	349	677	1083	2.16645907269383
2880	349	392	2299	2.16642198099245
2881	349	1592	3563	2.16641755880401
2882	143	349	3864	2.16633705379433
2883	6	349	1984	2.1663288831216
2884	241	349	402	2.16632134264993
2885	241	349	4169	2.16632034264993
2886	152	349	1841	2.16631842038541
2887	222	349	1695	2.16630691346651
2888	143	152	1083	2.16629775434394
2889	143	349	1516	2.16628605379433
2890	11	241	349	2.16627075105219
2891	182	241	349	2.16625038522872
2892	6	349	410	2.1662401331216
2893	146	349	858	2.16622976191389
2894	241	349	1121	2.16622825405361
2895	152	279	349	2.16619592038541
2896	152	239	349	2.16617917038541
2897	349	668	2080	2.16617159756268
2898	146	349	1754	2.16617133434695
2899	349	668	2799	2.16615959756268
2900	349	528	1592	2.16615405880401
2901	349	668	3814	2.16614009756268
2902	32	152	349	2.16613492038541
2903	280	349	882	2.16613403148711
2904	143	349	2566	2.16611255379433
2905	143	349	4600	2.16611080379433
2906	241	349	353	2.16610484264993
2907	349	668	669	2.16610359756268
2908	349	668	1440	2.16609459756268
2909	152	349	1226	2.16609192038541
2910	152	349	4329	2.16606542038541
2911	349	617	1267	2.16606269520944
2912	7	280	349	2.16605053148711
2913	143	203	241	2.1660406024154
2914	280	330	349	2.16599281668121
2915	143	349	3637	2.16598255379433
2916	349	1592	2992	2.1659672715789
2917	241	349	815	2.16596138168397
2918	146	168	719	2.16594821084102
2919	222	349	875	2.16594616346651
2920	143	349	4542	2.16594130379433
2921	136	143	349	2.16592205379433
2922	241	349	358	2.16591934264993
2923	349	2184	2246	2.16591612356036
2924	349	668	4397	2.16590909756268
2925	152	349	3135	2.16589392038541
2926	349	1128	1592	2.16588911705422
2927	349	668	3425	2.16585734756268
2928	152	349	538	2.1658512922836
2929	11	392	551	2.1658444266791
2930	349	668	1757	2.16578959756268
2931	349	668	763	2.16578663013713
2932	146	349	4753	2.16578233434695
2933	349	668	3135	2.16576559756268
2934	349	495	668	2.16575634756268
2935	349	668	2779	2.16573759756268
2936	146	349	3825	2.16573683434695
2937	349	668	1220	2.16573259756268
2938	349	668	3604	2.16571784756268
2939	146	349	2566	2.16571608434695
2940	6	177	349	2.16571460395241
2941	152	349	2177	2.16571167038541
2942	349	668	5245	2.16568431140116
2943	168	521	1595	2.1656659302545
2944	668	1083	3710	2.1656610786898
2945	349	668	3888	2.16565159756268
2946	241	349	1350	2.16563084264993
2947	143	349	1243	2.16562055379433
2948	152	349	2196	2.16562017038541
2949	349	1592	4962	2.16561505880401
2950	152	349	2267	2.16560392038541
2951	349	668	832	2.16560059756268
2952	280	349	1046	2.16559803148711
2953	668	782	1083	2.1655893286898
2954	668	1083	2657	2.1655770786898
2955	146	349	2444	2.16555171754046
2956	349	668	3169	2.16554595635666
2957	152	349	3097	2.16553792038541
2958	241	349	2068	2.16552731480751
2959	152	349	2016	2.16551867038541
2960	349	668	870	2.16551459756268
2961	6	349	491	2.1655101331216
2962	143	168	531	2.16546972603961
2963	349	793	1592	2.16545035235211
2964	349	698	1592	2.16542505880401
2965	349	668	1754	2.16541834756268
2966	159	241	349	2.16541584264993
2967	241	255	349	2.16540734264993
2968	6	46	349	2.1653983831216
2969	564	1096	1204	2.1653936616368
2970	280	349	1204	2.16538037539643
2971	112	152	310	2.16538013658281
2972	241	349	2332	2.16536984264993
2973	146	349	4324	2.16536558434695
2974	143	349	5443	2.16536455379433
2975	349	668	1844	2.16535334756268
2976	146	349	3675	2.16533133434695
2977	349	668	3601	2.16528859756268
2978	349	462	1592	2.16522330880401
2979	146	349	1904	2.16522083434695
2980	241	349	3271	2.16521534264993
2981	349	668	1857	2.16520934756268
2982	349	668	3665	2.16519609756268
2983	349	383	668	2.1651791607458
2984	349	866	1592	2.16516630880401
2985	152	195	349	2.16516570861814
2986	143	349	2858	2.16515280379433
2987	241	349	3387	2.16515259264993
2988	280	349	1299	2.16514153148711
2989	152	349	3802	2.16514117038541
2990	168	349	1267	2.16512466016846
2991	349	352	668	2.16512209756268
2992	143	168	280	2.16512112221461
2993	668	1083	3073	2.1651120786898
2994	6	143	1083	2.16509405259242
2995	349	668	4962	2.16508959756268
2996	143	349	469	2.16507355379433
2997	6	349	433	2.1650538831216
2998	349	668	2428	2.16505209756268
2999	349	608	668	2.16505059756268
3000	280	349	3023	2.16504678148711
3001	349	1351	1592	2.16503680880401
3002	6	112	349	2.1650363831216
3003	415	668	1083	2.1650320786898
3004	14	349	1096	2.1650295264839
3005	152	349	2903	2.16502717038541
3006	152	349	3368	2.16501942038541
3007	310	1073	1083	2.1650154690863
3008	241	349	2267	2.16499409264993
3009	143	349	1834	2.16499080379433
3010	349	668	1188	2.16496459756268
3011	143	349	2189	2.16495280379433
3012	222	349	1719	2.16494441346651
3013	143	349	3021	2.16494305379433
3014	349	668	2766	2.16492509756268
3015	79	349	1592	2.16492205880401
3016	143	349	362	2.1649209306516
3017	152	349	353	2.16491617038541
3018	152	349	782	2.16491392038541
3019	349	407	1096	2.1648710264839
3020	222	349	2866	2.16487066346651
3021	152	349	564	2.16485029007895
3022	349	1592	1727	2.16483080880401
3023	152	349	3807	2.16481967038541
3024	349	668	1032	2.16479884756268
3025	241	349	372	2.16479809264993
3026	303	349	668	2.16479634756268
3027	349	668	3971	2.16478809756268
3028	229	349	668	2.16478259756268
3029	6	349	891	2.1647796331216
3030	349	668	1121	2.16475625896636
3031	143	349	756	2.16474405379433
3032	6	349	4184	2.16472245129151
3033	143	349	779	2.16471080379433
3034	143	349	1744	2.16469605379433
3035	349	668	3368	2.16469559756268
3036	349	747	1592	2.16466555880401
3037	349	1592	2836	2.16463580880401
3038	196	222	349	2.16461292734375
3039	349	1028	2213	2.16461038889078
3040	143	152	211	2.16459044485456
3041	349	899	1267	2.16458344520944
3042	349	1592	3490	2.16457605880401
3043	241	349	2205	2.16456134264993
3044	668	1083	1153	2.1645540786898
3045	203	349	1653	2.16455176531276
3046	6	330	349	2.16454901751838
3047	146	349	3726	2.16454208434695
3048	374	668	1083	2.1645298286898
3049	602	668	1083	2.1645298286898
3050	105	349	668	2.16450464214624
3051	193	349	668	2.16448897752988
3052	349	668	3657	2.16448534756268
3053	280	719	1096	2.16445351133307
3054	241	349	778	2.16444934264993
3055	143	349	3314	2.16440380379433
3056	349	668	3053	2.16439959756268
3057	143	349	3435	2.16439150349516
3058	280	392	2213	2.1643734603187
3059	241	349	615	2.16436859264993
3060	6	349	651	2.1643673831216
3061	143	349	3347	2.16434255379433
3062	152	349	2855	2.16433767038541
3063	146	349	846	2.16433208434695
3064	143	349	3474	2.16433005379433
3065	6	349	842	2.1642866331216
3066	241	349	4557	2.16428509264993
3067	112	415	1073	2.16427907313542
3068	146	349	948	2.16425633434695
3069	286	668	1083	2.1642513286898
3070	241	349	2668	2.16425009264993
3071	152	280	1482	2.16424151561738
3072	152	171	349	2.16424117038541
3073	349	1592	2691	2.16423598913489
3074	349	1592	4325	2.16423305880401
3075	143	349	4297	2.16418555379433
3076	6	349	738	2.1641778831216
3077	241	349	1262	2.16417034264993
3078	349	1892	2463	2.16414823758475
3079	349	939	2463	2.16414116068335
3080	152	349	406	2.16413042038541
3081	349	1041	1482	2.16412100545024
3082	143	168	241	2.16411373656179
3083	349	574	1592	2.16410880880401
3084	146	349	1675	2.16409133434695
3085	349	668	2636	2.16406609756268
3086	146	349	1952	2.16404033434695
3087	346	349	668	2.16403709756268
3088	146	349	1009	2.16402329210318
3089	152	349	3657	2.16401817038541
3090	280	349	2866	2.16395603148711
3091	241	349	2787	2.16395584264993
3092	152	349	1345	2.16394442038541
3093	6	349	1064	2.1639438831216
3094	15	241	349	2.16394084264993
3095	349	542	668	2.16388709756268
3096	146	349	534	2.16386458434695
3097	143	349	5237	2.16385630379433
3098	143	349	553	2.16384480379433
3099	241	349	1503	2.16380983329431
3100	152	349	989	2.16376767038541
3101	349	978	1592	2.16371589909816
3102	241	349	411	2.16369944332492
3103	143	349	769	2.16369780379433
3104	146	349	574	2.16369283434695
3105	280	551	1041	2.1636873050041
3106	143	349	1702	2.16366430379433
3107	349	392	579	2.1636625959033
3108	349	719	1083	2.16366132434286
3109	349	1096	1892	2.16365232620654
3110	349	1096	1839	2.16364260249283
3111	6	349	4753	2.1636226331216
3112	349	668	1564	2.16362159756268
3113	43	152	349	2.16361817038541
3114	146	349	3442	2.16360333434695
3115	146	349	2227	2.16357358434695
3116	152	335	349	2.16356517038541
3117	72	668	1073	2.16356414768149
3118	6	349	847	2.1634933831216
3119	241	349	790	2.16348164962156
3120	15	280	349	2.16347753148711
3121	349	668	2481	2.16346009756268
3122	152	349	1394	2.16345142038541
3123	241	349	2491	2.16345109264993
3124	143	349	2245	2.16344005379433
3125	392	1096	1204	2.16343707349187
3126	146	349	894	2.16343508434695
3127	241	349	542	2.16341159264993
3128	152	1482	1592	2.16341006195786
3129	6	349	913	2.1634086331216
3130	152	349	1991	2.16337517038541
3131	211	1073	2053	2.16337405825541
3132	241	349	1872	2.16336359264993
3133	241	349	3097	2.16336309264993
3134	152	349	3522	2.16335967038541
3135	152	349	2997	2.16335042038541
3136	349	656	668	2.16334034756268
3137	146	531	1096	2.16332408338458
3138	349	668	1159	2.16332234756268
3139	280	349	4184	2.16331450982734
3140	143	349	1738	2.16330955379433
3141	6	349	3342	2.1632948831216
3142	152	349	3045	2.16328092038541
3143	349	668	2087	2.16326659756268
3144	349	1096	1153	2.1632577764839
3145	146	349	3290	2.16324083434695
3146	280	1096	2213	2.16321888479977
3147	241	349	793	2.16321227321223
3148	222	349	359	2.16318779219393
3149	349	1482	3342	2.16316867234976
3150	280	349	3026	2.16315978148711
3151	349	1159	1592	2.16315280880401
3152	146	349	352	2.16311033434695
3153	196	280	349	2.16309887662735
3154	152	310	668	2.1630954916397
3155	251	280	349	2.16309228148711
3156	152	255	349	2.16303517038541
3157	222	310	349	2.16302664038309
3158	143	197	349	2.16302471503965
3159	349	668	1537	2.16300854437129
3160	241	349	602	2.16299184264993
3161	349	1196	1592	2.16298730880401
3162	6	72	349	2.16298042677958
3163	222	349	842	2.16296616346651
3164	349	710	1083	2.1629244689743
3165	6	349	936	2.1629238831216
3166	241	349	2311	2.16289959264993
3167	156	668	1083	2.1628768286898
3168	146	349	3378	2.16287308434695
3169	280	349	731	2.16286753148711
3170	6	349	376	2.16286583080471
3171	152	349	2527	2.16282042038541
3172	349	674	1592	2.16280923603279
3173	152	349	855	2.16280917038541
3174	6	232	349	2.1628046331216
3175	349	1592	1952	2.16279755880401
3176	146	349	3902	2.16279533434695
3177	6	349	3091	2.1627926331216
3178	112	668	1083	2.1627853286898
3179	241	349	1358	2.16276909264993
3180	241	349	4018	2.16276059264993
3181	349	668	1465	2.16275509756268
3182	146	349	1776	2.16274308434695
3183	146	349	1951	2.16273183434695
3184	222	349	813	2.16272616346651
3185	349	668	1367	2.16266909756268
3186	203	349	1319	2.16266635609066
3187	6	339	349	2.1626646331216
3188	280	349	543	2.16264678148711
3189	6	319	349	2.1626288831216
3190	349	1482	3773	2.1626159925285
3191	349	1482	1532	2.16259554121755
3192	349	1319	2463	2.16258441068335
3193	168	349	1120	2.1625812083241
3194	241	349	3101	2.16257384264993
3195	668	1083	1407	2.1625718286898
3196	349	1482	2299	2.16256555743891
3197	146	349	3732	2.16256383434695
3198	152	241	1287	2.16254190720532
3199	143	349	707	2.16253455379433
3200	349	1096	2734	2.16252846487884
3201	349	1592	3675	2.16252280880401
3202	152	349	2322	2.16251492038541
3203	668	1083	1397	2.1625030786898
3204	338	668	1083	2.1625008286898
3205	349	662	668	2.16249609756268
3206	6	349	3396	2.1624918831216
3207	152	349	3563	2.16249117038541
3208	349	668	1099	2.16248459756268
3209	280	349	1984	2.16248303148711
3210	241	349	1483	2.16245934264993
3211	349	1096	2054	2.1624535264839
3212	187	211	994	2.16244982340931
3213	349	546	668	2.16244672593324
3214	146	349	3421	2.16243883434695
3215	280	349	672	2.16243610375971
3216	241	349	3665	2.16243584264993
3217	349	668	2405	2.16240634756268
3218	251	349	668	2.16240409756268
3219	241	349	1028	2.16239638571977
3220	146	349	427	2.16238058434695
3221	116	146	349	2.16236733434695
3222	241	1073	1592	2.16234711224404
3223	143	349	1642	2.16234080379433
3224	222	349	487	2.16233291346651
3225	349	1592	2135	2.16231755880401
3226	222	349	2434	2.16230966346651
3227	241	349	2270	2.16228859264993
3228	152	349	1066	2.16227792038541
3229	349	392	899	2.1622575959033
3230	280	349	1719	2.16225728148711
3231	349	1653	1995	2.16225658139165
3232	152	349	3475	2.16225592038541
3233	280	349	4286	2.16225153148711
3234	152	349	3385	2.16224442038541
3235	152	349	405	2.16223717038541
3236	222	349	3360	2.16223641346651
3237	330	349	668	2.16223199385947
3238	101	349	668	2.16221034756268
3239	241	349	676	2.16220084264993
3240	668	1083	3936	2.16219846252879
3241	97	152	349	2.16219717038541
3242	349	1592	1804	2.16218430880401
3243	349	1592	3931	2.16217880880401
3244	349	1984	2463	2.16217816068335
3245	8	241	349	2.16217684264993
3246	349	668	4127	2.16217434756268
3247	143	241	531	2.16216844792982
3248	168	349	411	2.16216615260526
3249	349	611	1592	2.16216555880401
3250	349	1592	3726	2.16214455880401
3251	6	189	349	2.1621371331216
3252	280	349	4728	2.16210853148711
3253	349	668	855	2.16209209756268
3254	146	256	349	2.16209208434695
3255	143	152	994	2.16208670100437
3256	241	349	1841	2.16208134264993
3257	146	349	3712	2.16206558434695
3258	143	349	3012	2.16203855379433
3259	53	280	349	2.16198057709939
3260	241	349	1941	2.16197084264993
3261	222	349	4184	2.1619570101317
3262	152	312	349	2.16194542038541
3263	349	668	948	2.16194159756268
3264	222	349	3799	2.16192839200676
3265	146	349	1656	2.16192708434695
3266	14	349	2463	2.16192091068335
3267	146	349	1224	2.16191758434695
3268	241	349	3700	2.16189534264993
3269	349	1592	3825	2.16189255880401
3270	152	349	1220	2.16187142038541
3271	280	349	1010	2.16186899303529
3272	152	668	1669	2.16185882122391
3273	349	1096	3360	2.1617422764839
3274	143	349	1227	2.16173180379433
3275	152	349	477	2.16170742038541
3276	97	349	668	2.16167009756268
3277	152	349	3271	2.16166942038541
3278	349	706	1592	2.16166816226259
3279	668	1083	2668	2.1616353286898
3280	14	143	152	2.16163220100437
3281	349	668	4195	2.16162959756268
3282	6	152	222	2.16162539454945
3283	668	672	1083	2.16159392169879
3284	146	349	747	2.16158458434695
3285	6	337	349	2.1615713831216
3286	6	349	1487	2.1615628831216
3287	349	668	1050	2.16155759756268
3288	349	668	2954	2.16154759756268
3289	146	349	4150	2.16154258434695
3290	196	349	1096	2.16154037162415
3291	222	349	4611	2.16153466346651
3292	349	639	1667	2.16153283497262
3293	146	349	2505	2.16152483434695
3294	349	668	1858	2.16149358215079
3295	146	349	718	2.16148533434695
3296	349	1267	3360	2.16147444520943
3297	349	668	4019	2.16147259756268
3298	152	349	1006	2.16145292038541
3299	152	349	447	2.16143586957552
3300	11	280	1096	2.16142754901721
3301	146	349	3293	2.16142158434695
3302	152	349	3413	2.16140767038541
3303	349	913	1096	2.1613975264839
3304	152	349	3115	2.16138617038541
3305	349	551	1028	2.16137406231721
3306	6	349	782	2.1613656331216
3307	146	324	349	2.16134758434695
3308	241	349	367	2.16133634264993
3309	112	241	2053	2.1613354742365
3310	280	349	2100	2.16132428148711
3311	349	358	1592	2.16130555880401
3312	241	349	1066	2.16129759264993
3313	349	668	4332	2.16129384756268
3314	146	349	3048	2.16128808434695
3315	146	349	3624	2.16124958434695
3316	280	349	651	2.16124503148711
3317	310	668	815	2.16123808958175
3318	280	349	390	2.16121578148711
3319	349	668	2527	2.16119509756268
3320	34	241	349	2.1611866618474
3321	280	349	994	2.16116728148711
3322	146	349	3081	2.16116633434695
3323	152	668	2246	2.16115774620511
3324	152	349	1581	2.16114247654298
3325	311	349	668	2.16113084756268
3326	349	1267	1984	2.16113019520943
3327	668	1083	1439	2.16112268499327
3328	280	349	433	2.16112078148711
3329	143	349	2904	2.16111980379433
3330	349	668	803	2.16111909756268
3331	349	668	1226	2.16110934756268
3332	11	349	668	2.16109375596494
3333	280	349	708	2.16105453148711
3334	143	349	2823	2.16104655379433
3335	349	668	2159	2.16103459756268
3336	241	349	538	2.16103096454812
3337	143	349	1894	2.16102383756728
3338	203	349	646	2.1610155481446
3339	668	1083	2392	2.1610150786898
3340	349	668	2097	2.16100184756268
3341	152	349	1540	2.16098817038541
3342	349	846	1592	2.16098730880401
3343	139	349	1267	2.16097944520943
3344	50	349	668	2.16097584756268
3345	349	668	3507	2.16097509756268
3346	146	349	1953	2.16096408434695
3347	11	349	1482	2.16094463636717
3348	241	349	3371	2.16094459264993
3349	203	349	2054	2.16089160609066
3350	349	409	668	2.16088834756268
3351	143	349	427	2.16087905379433
3352	143	349	4152	2.16087706180607
3353	314	663	1204	2.16082904837895
3354	6	349	3622	2.1607996331216
3355	349	668	2434	2.16077309756268
3356	349	668	3034	2.16074759756268
3357	289	668	1083	2.1607445786898
3358	152	349	812	2.16071067038541
3359	152	349	3531	2.16069297662538
3360	143	349	3783	2.16066155379433
3361	152	310	1592	2.16064930582038
3362	349	668	3410	2.16064209756268
3363	349	668	1848	2.16061534756268
3364	143	349	2167	2.16060630379433
3365	146	349	2406	2.16057333434695
3366	241	349	3514	2.16056809264993
3367	222	232	349	2.16056666346651
3368	152	349	670	2.16055617038541
3369	349	1592	4317	2.16055355880401
3370	349	411	2213	2.16054310712887
3371	241	349	3368	2.16052934264993
3372	241	349	2107	2.16052659264993
3373	222	349	3091	2.16051666346651
3374	247	668	1669	2.16049310514978
3375	349	668	1400	2.16048859756268
3376	349	1592	3509	2.16048380880401
3377	349	537	668	2.16048159756268
3378	143	349	3030	2.16046305379433
3379	241	349	2636	2.16046009264993
3380	342	349	668	2.16044931899168
3381	34	349	1096	2.16044668671553
3382	280	349	1374	2.16044403148711
3383	392	551	1028	2.16044349936408
3384	349	668	4815	2.16042309756268
3385	152	349	2789	2.16041392038541
3386	143	349	4143	2.16040705379433
3387	152	349	4557	2.16039842038541
