V1	V2
1946	349	2691
1947	349	1949
1948	349	3461
1949	349	2777
1950	211	676
1951	662	1653
1952	782	3023
1953	79	152
1954	310	1653
1955	349	2645
1956	211	645
1957	349	615
1958	1083	4127
1959	1176	3360
1960	349	1571
1961	349	3034
1962	141	1319
1963	349	526
1964	152	316
1965	241	383
1966	668	2115
1967	252	349
1968	349	3198
1969	579	3579
1970	195	1083
1971	727	939
1972	1356	1653
1973	344	2107
1974	1653	2094
1975	349	1048
1976	349	1407
1977	1083	4018
1978	349	3859
1979	211	1148
1980	349	3065
1981	349	3299
1982	76	1083
1983	1653	3799
1984	349	2568
1985	203	211
1986	433	1083
1987	114	3016
1988	579	1844
1989	1083	3601
1990	120	349
1991	287	3235
1992	579	3342
1993	211	3426
1994	2040	3871
1995	211	465
1996	994	3360
1997	1798	2789
1998	280	559
1999	346	2107
2000	152	3531
2001	1319	2734
2002	349	1848
2003	211	710
2004	1083	1380
2005	1001	1083
2006	211	1189
2007	349	1453
2008	349	2930
2009	2852	3360
2010	211	702
2011	211	2072
2012	579	939
2013	152	3385
2014	266	1653
2015	939	2094
2016	725	1319
2017	211	1834
2018	341	1653
2019	193	2316
2020	349	2920
2021	32	152
2022	1362	1653
2023	349	1753
2024	349	3972
2025	335	1653
2026	14	139
2027	349	2030
2028	349	4236
2029	195	310
2030	349	2183
2031	349	4325
2032	1648	1653
2033	727	1083
2034	411	551
2035	1653	1995
2036	1653	3235
2037	1083	2636
2038	731	782
2039	241	2107
2040	43	1695
2041	211	1725
2042	152	1028
2043	211	3173
2044	349	3902
2045	152	581
2046	349	5019
2047	62	1272
2048	349	3510
2049	349	3295
2050	211	1534
2051	152	990
2052	1400	1653
2053	241	994
2054	661	1653
2055	152	1083
2056	349	4150
2057	37	349
2058	1083	2659
2059	531	2053
2060	662	1798
2061	994	1083
2062	1150	2107
2063	782	1319
2064	899	4328
2065	211	573
2066	1083	1252
2067	157	1083
2068	939	4522
2069	668	677
2070	349	2053
2071	152	695
2072	2107	4010
2073	152	567
2074	152	2332
2075	939	1362
2076	1083	2100
2077	211	1667
2078	1670	2107
2079	310	399
2080	349	816
2081	939	1397
2082	249	349
2083	1204	3173
2084	152	378
2085	349	2496
2086	615	1591
2087	211	1974
2088	2316	3094
2089	719	1204
2090	1798	2423
2091	1362	2316
2092	152	1150
2093	349	1399
2094	1852	2107
2095	351	1083
2096	349	2836
2097	14	546
2098	676	1374
2099	152	989
2100	349	516
2101	900	2107
2102	930	2316
2103	152	1670
2104	14	359
2105	82	551
2106	1798	3360
2107	349	2807
2108	559	676
2109	3360	3579
2110	152	911
2111	211	2011
2112	1083	2455
2113	211	3006
2114	170	1993
2115	152	338
2116	152	357
2117	316	1083
2118	241	2154
2119	152	2002
2120	349	471
2121	280	3235
2122	97	152
2123	15	1798
2124	152	1079
2125	211	747
2126	255	2316
2127	46	211
2128	152	3360
2129	349	2526
2130	349	2338
2131	211	1459
2132	230	2107
2133	280	719
2134	15	579
2135	407	579
2136	1231	1843
2137	211	679
2138	335	3360
2139	916	1653
2140	939	1356
2141	2789	3360
2142	1656	2107
2143	211	3799
2144	54	3360
2145	152	372
2146	1319	1591
2147	152	838
2148	152	2018
2149	139	939
2150	939	3418
2151	349	4237
2152	62	1204
2153	1753	2493
2154	1083	3773
2155	211	2114
2156	211	615
2157	280	617
2158	152	3914
2159	531	1073
2160	152	3271
2161	349	2485
2162	14	4329
2163	349	820
2164	939	2801
2165	349	3931
2166	1083	1544
2167	1648	3360
2168	211	1560
2169	152	3763
2170	465	3360
2171	241	1487
2172	1083	1984
2173	152	3421
2174	152	1176
2175	152	904
2176	310	1754
2177	376	579
2178	2316	3797
2179	287	3360
2180	349	932
2181	579	4603
2182	211	783
2183	2107	2636
2184	211	1746
2185	152	736
2186	1843	2094
2187	152	2040
2188	62	310
2189	551	971
2190	211	3563
2191	152	334
2192	731	3360
2193	6	1096
2194	14	1374
2195	2107	4594
2196	152	705
2197	341	1083
2198	211	319
2199	1487	2107
2200	902	3360
2201	211	4992
2202	939	2107
2203	211	940
2204	14	639
2205	392	674
2206	349	955
2207	211	662
2208	349	4019
2209	152	239
2210	152	1345
2211	349	3873
2212	119	2107
2213	2107	3592
2214	14	15
2215	349	2536
2216	754	1083
2217	259	2316
2218	349	452
2219	152	178
2220	1319	3521
2221	171	1083
2222	2107	4127
2223	939	3461
2224	152	1581
2225	280	1028
2226	1150	1653
2227	222	1083
2228	152	3657
2229	2107	3799
2230	858	3360
2231	2094	2316
2232	139	1083
2233	349	1001
2234	62	1207
2235	2636	3360
2236	994	2493
2237	152	638
2238	266	939
2239	151	1564
2240	323	1653
2241	14	882
2242	1798	4329
2243	152	391
2244	676	1695
2245	711	1798
2246	994	1551
2247	152	477
2248	152	3464
2249	230	1319
2250	152	5073
2251	14	994
2252	579	639
2253	152	202
2254	152	1841
2255	211	765
2256	152	2392
2257	1667	2691
2258	177	241
2259	349	3081
2260	211	2992
2261	310	489
2262	119	2316
2263	651	1798
2264	1380	2316
2265	349	1187
2266	14	939
2267	349	2539
2268	157	994
2269	316	2316
2270	1667	1798
2271	349	2726
2272	211	314
2273	344	1083
2274	7	579
2275	211	867
2276	1153	1319
2277	1798	2159
2278	3091	3235
2279	310	2734
2280	708	3342
2281	349	3532
2282	848	994
2283	211	2035
2284	1798	3507
2285	559	3514
2286	349	444
2287	3360	3426
2288	211	3525
2289	62	1408
2290	152	1226
2291	349	3095
2292	211	2250
2293	203	415
2294	189	579
2295	152	3216
2296	14	241
2297	14	1695
2298	349	1160
2299	1028	1096
2300	349	4340
2301	152	3045
2302	939	1064
2303	1083	3173
2304	617	1653
2305	1653	2836
2306	579	1374
2307	211	537
2308	376	939
2309	161	1083
2310	1083	3191
2311	152	3278
2312	211	483
2313	1153	1653
2314	211	907
2315	266	376
2316	241	1652
2317	349	3129
2318	211	1407
2319	287	1653
2320	280	3173
2321	338	1653
2322	287	579
2323	1083	3426
2324	349	2138
2325	407	2316
2326	152	654
2327	152	4184
2328	359	551
2329	349	2499
2330	1083	1953
2331	152	1120
2332	152	3825
2333	1653	2970
2334	309	2316
2335	211	4327
2336	1096	2316
2337	676	3235
2338	938	1695
2339	349	2399
2340	211	1670
2341	14	46
2342	27	2316
2343	3360	4557
2344	1374	3235
2345	349	4097
2346	656	782
2347	349	654
2348	349	2411
2349	280	977
2350	211	870
2351	46	579
2352	994	2054
2353	280	3360
2354	349	449
2355	152	171
2356	1083	1358
2357	6	551
2358	939	1153
2359	403	1083
2360	112	939
2361	152	335
2362	1083	1262
2363	349	2583
2364	14	3235
2365	1083	2374
2366	255	1083
2367	152	610
2368	152	605
2369	1223	2107
2370	867	2053
2371	1083	1840
2372	1892	3799
2373	376	2423
2374	211	1092
2375	848	2493
2376	349	3014
2377	14	392
2378	211	838
2379	211	433
2380	7	3342
2381	241	280
2382	349	674
2383	349	1128
2384	2107	3457
2385	831	1319
2386	939	3396
2387	349	3509
2388	152	159
2389	579	1482
2390	6	1482
2391	379	579
2392	152	411
2393	349	1776
2394	1083	1670
2395	2316	3055
2396	260	1083
2397	1653	2463
2398	211	448
2399	349	2248
2400	116	349
2401	1083	2332
2402	778	1798
2403	374	1843
2404	211	1261
2405	14	189
2406	280	3342
2407	939	4127
2408	939	1833
2409	211	1350
2410	1164	2493
2411	1083	2320
2412	579	875
2413	211	1632
2414	152	2322
2415	98	2107
2416	635	939
2417	211	4019
2418	579	938
2419	152	1006
2420	349	4922
2421	939	977
2422	1653	2316
2423	1356	3360
2424	349	2316
2425	211	3700
2426	551	1010
2427	1545	2107
2428	2493	3531
2429	74	310
2430	280	882
2431	656	1648
2432	83	1083
2433	349	2713
2434	152	428
2435	782	3360
2436	994	3342
2437	241	617
2438	374	1653
2439	349	2538
2440	349	2659
2441	349	1659
2442	14	875
2443	196	3235
2444	349	1235
2445	14	3191
2446	579	1719
2447	323	1083
2448	211	476
2449	232	939
2450	14	1299
2451	579	3360
2452	939	3945
2453	1076	1146
2454	127	3360
2455	321	2107
2456	349	1159
2457	938	4206
2458	579	4286
2459	211	815
2460	349	3861
2461	349	1243
2462	1083	1388
2463	349	760
2464	2316	3930
2465	2107	2793
2466	579	3091
2467	615	1354
2468	916	994
2469	349	4760
2470	8	211
2471	349	387
2472	349	4206
2473	2	1653
2474	211	5051
2475	782	1487
2476	3360	4292
2477	1083	3159
2478	1402	2107
2479	349	1465
2480	939	2997
2481	7	14
2482	146	3773
2483	349	1022
2484	211	1692
2485	112	1319
2486	211	909
2487	900	1319
2488	152	1009
2489	617	3342
2490	349	413
2491	152	312
2492	1204	1208
2493	224	1653
2494	349	836
2495	290	579
2496	280	2866
2497	280	1653
2498	546	1798
2499	676	2159
2500	406	1083
2501	1487	3360
2502	53	579
2503	43	579
2504	349	2102
2505	211	1362
2506	1380	2493
2507	994	1388
2508	211	2101
2509	349	1302
2510	349	3082
2511	938	4380
2512	574	939
2513	319	939
2514	1160	3360
2515	211	2054
2516	574	1798
2517	349	1080
2518	14	1356
2519	1719	3342
2520	193	1204
2521	1798	3563
2522	359	1667
2523	939	1709
2524	152	2529
2525	211	3916
2526	14	3933
2527	1083	2481
2528	14	1667
2529	939	3882
2530	349	814
2531	146	211
2532	152	3296
2533	349	1249
2534	228	349
2535	211	2437
2536	1843	2974
2537	374	939
2538	280	3191
2539	152	2153
2540	1653	2493
2541	1207	2107
2542	349	3000
2543	651	782
2544	1397	2316
2545	1319	1648
2546	266	1128
2547	994	1356
2548	615	2107
2549	139	579
2550	171	211
2551	211	4594
2552	152	1483
2553	876	1653
2554	376	4206
2555	1097	3360
2556	939	3094
2557	579	977
2558	564	939
2559	349	1307
2560	211	4130
2561	1083	3124
2562	579	1932
2563	14	376
2564	104	1083
2565	3342	3933
2566	709	2316
2567	349	2529
2568	940	1653
2569	358	1653
2570	1653	4127
2571	1231	2493
2572	1083	3271
2573	211	1798
2574	1653	3418
2575	211	1728
2576	1653	3132
2577	338	2316
2578	280	676
2579	3026	3360
2580	939	3507
2581	211	2463
2582	139	617
2583	848	1653
2584	2107	4614
2585	152	711
2586	159	2107
2587	891	939
2588	1083	3614
2589	1083	2613
2590	202	2316
2591	152	4206
2592	615	879
2593	211	215
2594	349	2350
2595	1083	1196
2596	939	957
2597	399	1843
2598	310	1096
2599	782	2107
2600	1028	2213
2601	1487	1648
2602	152	3413
2603	310	994
2604	579	3026
2605	675	939
2606	131	211
2607	349	4113
2608	152	204
2609	617	1319
2610	579	731
2611	1564	1902
2612	1602	3360
2613	152	670
2614	97	2107
2615	14	1844
2616	703	2107
2617	290	1083
2618	1995	2316
2619	82	152
2620	152	303
2621	152	721
2622	939	3551
2623	1374	3342
2624	203	1653
2625	649	1083
2626	1884	2316
2627	791	939
2628	152	814
2629	1083	3579
2630	376	1482
2631	399	1083
2632	211	2434
2633	994	1984
2634	152	760
2635	1798	1892
2636	152	2493
2637	349	902
2638	211	2392
2639	407	1984
2640	939	1150
2641	152	2267
2642	211	2022
2643	1319	2903
2644	349	2742
2645	152	3097
2646	3101	3360
2647	1226	1653
2648	349	2221
2649	465	1798
2650	349	3464
2651	2866	3235
2652	349	3265
2653	14	916
2654	349	2714
2655	211	1558
2656	152	1357
2657	349	2882
2658	152	3000
2659	491	676
2660	14	971
2661	211	3296
2662	152	1503
2663	349	830
2664	357	1083
2665	1083	2997
2666	2107	3601
2667	1984	2316
2668	939	3457
2669	14	1984
2670	1076	4006
2671	709	1083
2672	139	280
2673	656	1653
2674	1367	2316
2675	579	971
2676	387	1083
2677	349	3090
2678	1083	1299
2679	551	2213
2680	579	4329
2681	152	1863
2682	913	3360
2683	211	3023
2684	211	921
2685	1083	2048
2686	617	3360
2687	739	1798
2688	157	1653
2689	266	1667
2690	152	1251
2691	287	2493
2692	349	1402
2693	349	937
2694	1695	2423
2695	838	1204
2696	1083	3026
2697	139	899
2698	152	341
2699	1083	3733
2700	349	3800
2701	349	675
2702	2316	3769
2703	349	3006
2704	349	2444
2705	139	211
2706	211	706
2707	211	479
2708	2107	3615
2709	1299	3342
2710	112	3360
2711	1695	2866
2712	241	335
2713	211	1134
2714	349	1713
2715	152	2011
2716	74	1843
2717	1083	2080
2718	152	409
2719	14	2423
2720	465	939
2721	688	939
2722	2	1083
2723	1932	2423
2724	349	2941
2725	349	2061
2726	349	1354
2727	152	4903
2728	812	939
2729	1083	3769
2730	349	1039
2731	230	310
2732	349	2097
2733	891	3360
2734	3360	4019
2735	782	4184
2736	310	338
2737	579	1083
2738	43	676
2739	152	1532
2740	615	1564
2741	349	3067
2742	280	3514
2743	1459	2107
2744	211	2090
2745	211	3342
2746	1776	2107
2747	349	3981
2748	994	2114
2749	1374	1653
2750	241	1984
2751	287	1083
2752	676	938
2753	349	2328
2754	46	3342
2755	62	830
2756	1083	1418
2757	2107	3908
2758	617	3235
2759	1843	1984
2760	551	676
2761	152	3117
2762	3094	3360
2763	62	2578
2764	230	1653
2765	971	1695
2766	349	701
2767	152	3712
2768	95	152
2769	1064	2107
2770	939	3563
2771	579	1032
2772	1358	3360
2773	656	3360
2774	1709	3235
2775	349	4815
2776	241	1096
2777	330	1667
2778	1653	2866
2779	867	1007
2780	939	1176
2781	3023	3360
2782	2316	3323
2783	668	2316
2784	719	1083
2785	3360	3521
2786	152	3800
2787	2107	4184
2788	152	2221
2789	1083	1097
2790	241	916
2791	1984	3521
2792	211	2267
2793	579	3916
2794	1083	3732
2795	359	867
2796	211	1708
2797	349	1251
2798	359	2423
2799	241	579
2800	203	1319
2801	1653	1798
2802	1798	2434
2803	62	1187
2804	1356	2316
2805	241	3235
2806	14	1719
2807	211	735
2808	899	3622
2809	1083	3115
2810	349	948
2811	1612	3360
2812	349	563
2813	1083	2806
2814	3235	3514
2815	211	1702
2816	1564	2955
2817	1653	1709
2818	651	1083
2819	1159	1653
2820	939	2734
2821	979	1083
2822	939	4327
2823	37	392
2824	74	1653
2825	45	349
2826	1319	1995
2827	211	2766
2828	1653	4019
2829	287	939
2830	546	579
2831	152	3266
2832	1843	2636
2833	152	1777
2834	994	1892
2835	1083	4325
2836	1798	1941
2837	1440	2316
2838	663	1115
2839	211	2311
2840	410	1083
2841	349	3241
2842	349	2523
2843	241	3023
2844	615	2054
2845	475	1083
2846	310	2054
2847	310	3799
2848	211	2807
2849	939	3601
2850	211	3925
2851	939	2016
2852	1083	2068
2853	53	2184
2854	1115	1902
2855	152	3475
2856	817	3360
2857	349	880
2858	939	3799
2859	1526	2316
2860	211	904
2861	152	4753
2862	374	2316
2863	152	719
2864	349	3772
2865	1011	1041
2866	676	2423
2867	349	3174
2868	288	2051
2869	1798	3712
2870	1203	2107
2871	939	3426
2872	376	2866
2873	310	1231
2874	2316	2780
2875	272	939
2876	62	907
2877	86	310
2878	1512	1564
2879	152	656
2880	299	994
2881	62	1591
2882	791	1653
2883	1064	1653
2884	2342	3360
2885	145	3360
2886	559	971
2887	187	3342
2888	211	2493
2889	349	1259
2890	119	1319
2891	152	2224
2892	14	899
2893	289	939
2894	335	2107
2895	62	1104
2896	152	1925
2897	1558	2107
2898	196	241
2899	1083	2342
2900	711	782
2901	349	759
2902	266	1798
2903	251	1083
2904	579	2806
2905	211	531
2906	349	604
2907	152	3991
2908	211	660
2909	14	3514
2910	211	1544
2911	971	3825
2912	112	2316
2913	211	1624
2914	211	349
2915	410	3342
2916	559	2423
2917	701	1319
2918	310	2636
2919	1083	2858
2920	152	2246
2921	1083	3861
2922	211	731
2923	1319	1356
2924	559	4206
2925	661	1984
2926	222	1482
2927	349	957
2928	338	994
2929	1798	4282
2930	392	595
2931	1653	3101
2932	615	2053
2933	241	1798
2934	203	2107
2935	1925	3360
2936	349	1244
2937	1798	4380
2938	211	884
2939	1319	1656
2940	152	459
2941	349	866
2942	211	321
2943	3531	4292
2944	152	1252
2945	358	1083
2946	465	1653
2947	1319	1984
2948	579	1010
2949	531	1319
2950	349	574
2951	127	1653
2952	585	939
2953	34	211
2954	579	1153
2955	152	2154
2956	615	1653
2957	309	1984
2958	72	3360
2959	1653	2903
2960	1380	1984
2961	2107	2677
2962	3081	3360
2963	152	702
2964	97	1083
2965	376	3464
2966	141	939
2967	701	1083
2968	615	1083
2969	1287	1798
2970	579	3191
2971	289	579
2972	146	551
2973	324	939
2974	1116	3342
2975	62	1097
2976	579	3614
2977	349	905
2978	579	3751
2979	535	1083
2980	3091	3360
2981	349	3637
2982	211	3422
2983	791	1798
2984	912	3342
2985	196	1798
2986	211	1394
2987	310	2115
2988	939	3091
2989	211	4586
2990	152	3802
2991	617	782
2992	74	1083
2993	349	3797
2994	256	2107
2995	310	629
2996	62	1319
2997	3360	3563
2998	2214	2316
2999	617	994
3000	152	2997
3001	661	1083
3002	14	842
3003	280	465
3004	782	1648
3005	349	837
3006	211	3902
3007	407	3023
3008	349	1970
3009	349	1952
3010	579	2334
3011	1653	3525
3012	376	559
3013	3026	3342
3014	407	3235
3015	939	3525
3016	349	3442
3017	944	1083
3018	2107	3461
3019	1991	2316
3020	349	2382
3021	241	3799
3022	1319	4327
3023	939	1400
3024	1719	1798
3025	916	2016
3026	485	3235
3027	520	579
3028	152	1399
3029	211	2852
3030	349	483
3031	1653	2342
3032	86	939
3033	3	211
3034	15	676
3035	14	1653
3036	1843	2054
3037	211	1044
3038	1695	4282
3039	399	994
3040	2316	3932
3041	832	2316
3042	2316	2479
3043	62	88
3044	767	4019
3045	1083	3061
3046	939	2847
3047	104	1653
3048	349	453
3049	349	640
3050	1388	3342
3051	349	4317
3052	349	436
3053	182	310
3054	152	1066
3055	3091	3514
3056	62	98
3057	14	3026
3058	651	3235
3059	543	1653
3060	62	900
3061	531	663
3062	376	1667
3063	41	1653
3064	1653	2636
3065	891	1083
3066	939	1358
3067	349	532
3068	1096	1984
3069	41	2493
3070	146	2213
3071	349	3415
3072	339	579
3073	1798	4603
3074	2316	3211
3075	349	2566
3076	135	2316
3077	994	1350
3078	113	2175
3079	791	3360
3080	349	3151
3081	349	894
3082	510	2316
3083	727	2493
3084	2094	3360
3085	387	939
3086	1695	3825
3087	62	994
3088	152	855
3089	74	349
3090	152	4374
3091	183	310
3092	617	2040
3093	14	379
3094	211	1163
3095	211	1397
3096	1798	3191
3097	211	1730
3098	2051	3809
3099	349	3202
3100	211	4112
3101	1350	1351
3102	88	3360
3103	62	2958
3104	211	247
3105	1164	2316
3106	211	2479
3107	349	3109
3108	656	2107
3109	19	211
3110	1356	3342
3111	551	4753
3112	53	2246
3113	152	3769
3114	101	1083
3115	579	754
3116	1224	2107
3117	211	1602
3118	940	4019
3119	1984	2054
3120	151	663
3121	1083	3360
3122	349	4719
3123	152	2177
3124	211	1227
3125	349	2473
3126	349	2214
3127	1083	2797
3128	940	3360
3129	994	1153
3130	152	1121
3131	211	3951
3132	1350	1653
3133	1083	4614
3134	211	1160
3135	662	3235
3136	211	2401
3137	349	991
3138	88	1653
3139	579	2423
3140	211	1367
3141	399	2493
3142	152	269
3143	1319	2080
3144	1319	2100
3145	939	2320
3146	349	4292
3147	2016	2493
3148	879	1096
3149	349	858
3150	280	1128
3151	1083	4209
3152	349	1109
3153	211	1066
3154	2107	3030
3155	211	508
3156	349	2294
3157	152	526
3158	349	4744
3159	225	2316
3160	2316	2734
3161	676	1010
3162	1653	2054
3163	211	866
3164	359	559
3165	211	3189
3166	211	1100
3167	939	4282
3168	310	1969
3169	349	476
3170	324	1653
3171	1653	3930
3172	349	2095
3173	349	3314
3174	62	719
3175	349	923
3176	359	376
3177	349	2453
3178	74	3360
3179	852	1798
3180	1653	3426
3181	152	958
3182	152	1612
3183	1083	4104
3184	2159	3360
3185	830	1083
3186	579	1532
3187	2316	4397
3188	241	290
3189	916	1798
3190	151	1902
3191	152	2708
3192	1287	3235
3193	1798	2806
3194	679	994
3195	349	3952
3196	152	3081
3197	43	2866
3198	349	2635
3199	31	1083
3200	579	1287
3201	551	3514
3202	211	492
3203	222	1798
3204	152	2087
3205	152	1991
3206	211	3065
3207	36	152
3208	8	3342
3209	399	615
3210	1709	1798
3211	310	1204
3212	675	1083
3213	211	3265
3214	211	1752
3215	14	1932
3216	211	323
3217	211	3614
3218	4606	5092
3219	994	2316
3220	14	487
3221	14	2806
3222	1083	3796
3223	349	3447
3224	152	4962
3225	280	3464
3226	152	1608
3227	579	4206
3228	211	1841
3229	80	152
3230	1083	1231
3231	629	1653
3232	146	579
3233	152	3734
3234	349	1545
3235	62	2107
3236	1319	3073
3237	127	994
3238	1388	2316
3239	152	324
3240	349	3734
3241	1653	4292
3242	241	913
3243	280	3916
3244	21	152
3245	314	719
3246	152	3972
3247	543	579
3248	152	1377
3249	152	812
3250	299	1319
3251	1482	1798
3252	269	1083
3253	585	1435
3254	485	676
3255	831	2316
3256	1400	1798
3257	349	1843
3258	152	4332
3259	376	410
3260	152	1536
3261	143	994
3262	46	1984
3263	14	266
3264	939	3365
3265	152	3111
3266	676	2866
3267	310	701
3268	112	415
3269	321	1083
3270	3235	3531
3271	346	1083
3272	6	11
3273	579	1709
3274	579	651
3275	211	882
3276	1319	1670
3277	232	1695
3278	152	443
3279	659	2316
3280	3023	3235
3281	349	695
3282	679	3342
3283	2806	3342
3284	46	939
3285	1204	2107
3286	211	1512
3287	414	3342
3288	676	1037
3289	1319	3023
3290	1252	1319
3291	485	3360
3292	211	4438
3293	62	629
3294	1319	3173
3295	551	674
3296	299	1653
3297	14	1287
3298	710	2316
3299	152	1024
3300	349	4265
3301	211	3991
3302	211	2406
3303	2153	3360
3304	939	3271
3305	791	3235
3306	1083	1892
3307	635	1653
3308	938	971
3309	1612	1798
3310	1083	1558
3311	1984	3342
3312	232	376
3313	351	2107
3314	309	1653
3315	119	152
3316	14	708
3317	14	1892
3318	559	1695
3319	349	4613
3320	1984	2903
3321	1083	2177
3322	837	2316
3323	157	1319
3324	76	1564
3325	303	2316
3326	349	1292
3327	579	3507
3328	211	3225
3329	310	725
3330	349	5237
3331	152	1544
3332	211	280
3333	1667	3799
3334	152	1259
3335	1083	4327
3336	1653	3772
3337	256	1319
3338	1653	2434
3339	1044	3342
3340	351	939
3341	617	899
3342	676	3474
3343	1356	1984
3344	629	939
3345	1984	3023
3346	349	1756
3347	1374	1984
3348	43	711
3349	54	349
3350	152	447
3351	152	866
3352	1073	3342
3353	663	1902
3354	1115	1894
3355	2	2316
3356	152	2390
3357	3342	3444
3358	485	939
3359	359	579
3360	531	1204
3361	52	1695
3362	1984	2016
3363	211	2060
3364	62	3174
3365	939	3521
3366	349	3030
3367	161	2316
3368	1984	3091
3369	661	939
3370	1083	2466
3371	310	1380
3372	280	359
3373	349	1537
3374	14	290
3375	139	1798
3376	280	3507
3377	579	1356
3378	639	1798
3379	266	1083
3380	62	615
3381	349	1382
3382	211	2153
3383	2920	3360
3384	1115	2955
3385	349	1516
3386	551	4329
3387	349	3250
3388	543	1083
3389	543	939
3390	211	1049
3391	152	2527
3392	43	376
3393	211	259
3394	310	1995
3395	211	2320
3396	735	1083
3397	433	3342
3398	2316	3023
3399	948	1083
3400	347	349
3401	854	1083
3402	1083	1197
3403	1843	3415
3404	14	465
3405	152	1648
3406	349	930
3407	349	4933
3408	376	3235
3409	152	1722
3410	399	1653
3411	62	1560
3412	88	994
3413	443	1798
3414	2016	3531
3415	1648	1843
3416	349	992
3417	241	661
3418	211	224
3419	43	280
3420	579	1667
3421	3235	4019
3422	538	3360
3423	152	3624
3424	1083	4611
3425	349	3169
3426	280	711
3427	349	3433
3428	644	3360
3429	14	3360
3430	551	4206
3431	349	5063
3432	2043	2051
3433	2970	3235
3434	1798	1984
3435	579	3800
3436	782	1798
3437	1388	3360
3438	1153	2316
3439	939	1941
3440	727	1319
3441	14	977
3442	564	1653
3443	727	2107
3444	211	917
3445	139	3342
3446	211	3801
3447	793	3360
3448	731	3235
3449	939	1374
3450	543	3235
3451	959	2053
3452	3342	4329
3453	349	2217
3454	349	2646
3455	916	1984
3456	676	1709
3457	86	241
3458	349	3021
3459	376	639
3460	497	1653
3461	711	2789
3462	349	2712
3463	2153	3091
3464	280	531
3465	152	497
3466	3342	3622
3467	705	3360
3468	2153	3235
3469	1591	1653
3470	551	1267
3471	152	255
3472	211	353
3473	280	1204
3474	551	938
3475	407	3360
3476	1798	4522
3477	1083	2903
3478	105	2107
3479	916	1083
3480	1319	3522
3481	349	2770
3482	310	374
3483	537	3360
3484	152	1879
3485	651	1984
3486	152	2992
3487	349	3266
3488	43	4206
3489	211	3081
3490	230	939
3491	241	656
3492	346	2316
3493	390	939
3494	1083	2016
3495	335	939
3496	2316	2616
3497	1159	2493
3498	2316	3558
3499	1798	3474
3500	1843	2635
3501	2100	3360
3502	635	2316
3503	994	1374
3504	62	836
3505	487	3342
3506	615	663
3507	595	1011
3508	211	2459
3509	272	349
3510	1892	1984
3511	2107	3181
3512	14	3622
3513	392	579
3514	224	2316
3515	211	854
3516	1083	3135
3517	30	579
3518	1083	5433
3519	211	3030
3520	939	3531
3521	1564	3265
3522	619	1653
3523	661	1319
3524	1083	4728
3525	349	3825
3526	551	1121
3527	615	1224
3528	211	2691
3529	349	1925
3530	14	4206
3531	2316	2797
3532	349	5344
3533	939	2491
3534	1083	3347
3535	842	899
3536	1083	2087
3537	1397	1843
3538	14	1153
3539	349	1612
3540	2866	3360
3541	62	1852
3542	349	3915
3543	1354	1564
3544	280	4380
3545	14	1046
3546	14	917
3547	1083	2183
3548	349	3293
3549	1083	2787
3550	1083	4000
3551	349	475
3552	1653	2920
3553	1833	2107
3554	43	574
3555	579	782
3556	349	2952
3557	310	4317
3558	152	317
3559	629	3360
3560	939	1160
3561	977	1083
3562	1382	1843
3563	662	939
3564	211	3191
3565	211	324
3566	1253	1653
3567	3360	3916
3568	1653	3202
3569	1941	3360
3570	335	1319
3571	349	519
3572	349	2157
3573	677	1083
3574	62	183
3575	485	1083
3576	211	3628
3577	731	3023
3578	349	4177
3579	211	232
3580	688	3235
3581	3235	3579
3582	177	1591
3583	899	3191
3584	211	4288
3585	259	994
3586	152	629
3587	349	2519
3588	738	1083
3589	310	900
3590	152	482
3591	256	615
3592	349	1377
3593	37	152
3594	793	1532
3595	2316	3073
3596	152	1051
3597	36	551
3598	1798	1932
3599	310	1357
3600	415	2316
3601	546	551
3602	310	1852
3603	152	1231
3604	2107	3065
3605	46	3235
3606	151	310
3607	211	407
3608	1197	3360
3609	349	1558
3610	1010	3342
3611	349	3047
3612	349	2115
3613	62	1754
3614	152	643
3615	1884	2107
3616	1653	2928
3617	211	3241
3618	994	2016
3619	3360	3941
3620	105	310
3621	725	1653
3622	349	472
3623	152	174
3624	688	994
3625	266	639
3626	280	782
3627	579	3622
3628	37	551
3629	46	1798
3630	3342	4783
3631	349	1767
3632	579	3401
3633	152	3859
3634	146	376
3635	1083	3188
3636	349	3281
3637	725	2316
3638	1170	2316
3639	211	3601
3640	183	349
3641	2213	3342
3642	280	546
3643	400	1146
3644	241	1482
3645	152	4410
3646	392	1267
3647	152	574
3648	3825	4329
3649	112	615
3650	551	947
3651	349	705
3652	310	830
3653	559	3825
3654	1083	1089
3655	551	1695
3656	1096	1949
3657	211	3190
3658	1319	1439
3659	256	310
3660	74	615
3661	661	2493
3662	211	574
3663	211	1460
3664	349	1511
3665	1995	3773
3666	994	1299
3667	787	2316
3668	2316	2635
3669	337	1083
3670	747	1653
3671	882	2423
3672	3360	3991
3673	1319	4557
3674	211	4010
3675	1115	1351
3676	152	742
3677	617	1299
3678	323	939
3679	1653	3563
3680	1146	2043
3681	2334	3342
3682	1083	1439
3683	184	349
3684	349	5433
3685	2792	3360
3686	1083	2434
3687	579	1895
3688	465	3342
3689	14	3665
3690	62	462
3691	651	676
3692	2836	3360
3693	1096	1121
3694	1083	3137
3695	782	2866
3696	1319	3360
3697	2316	3425
3698	1319	2636
3699	319	1653
