V1	V2
5441	465	1719
5442	152	2780
5443	574	3603
5444	14	2334
5445	1532	3360
5446	260	1319
5447	882	938
5448	676	4282
5449	152	2068
5450	72	2107
5451	663	838
5452	1350	3235
5453	269	939
5454	152	2062
5455	152	1047
5456	1380	4019
5457	938	3825
5458	5159	5160
5459	1653	3604
5460	939	4292
5461	14	3464
5462	349	4970
5463	310	619
5464	615	1984
5465	1073	1653
5466	939	4516
5467	376	4329
5468	392	875
5469	359	392
5470	579	1007
5471	668	994
5472	3342	3360
5473	579	2712
5474	211	3097
5475	1083	1204
5476	939	3191
5477	3023	3531
5478	310	2659
5479	349	3543
5480	2342	3342
5481	731	1487
5482	211	663
5483	98	349
5484	52	4206
5485	663	1512
5486	86	88
5487	31	579
5488	750	3342
5489	86	3531
5490	939	2153
5491	1083	2428
5492	152	585
5493	936	2423
5494	676	2529
5495	2107	5127
5496	211	3061
5497	179	579
5498	2047	2049
5499	349	1205
5500	391	2316
5501	782	2094
5502	1653	1892
5503	62	3360
5504	196	617
5505	112	2493
5506	280	2040
5507	727	1984
5508	152	876
5509	406	939
5510	24	152
5511	1941	3235
5512	241	338
5513	280	2159
5514	112	879
5515	241	2040
5516	938	2866
5517	211	669
5518	1653	4237
5519	289	1653
5520	756	1843
5521	1083	1223
5522	1083	2491
5523	940	1984
5524	3711	3712
5525	1487	3235
5526	1083	3628
5527	280	2463
5528	211	1840
5529	2316	4728
5530	14	37
5531	76	151
5532	139	3191
5533	2107	3188
5534	1083	3174
5535	1705	1939
5536	152	2185
5537	939	2080
5538	727	3799
5539	43	782
5540	98	615
5541	1083	1325
5542	3091	4206
5543	579	3859
5544	72	1653
5545	579	1857
5546	551	3441
5547	1096	1839
5548	1083	2893
5549	1653	4317
5550	579	1892
5551	310	334
5552	62	2115
5553	1487	1984
5554	211	4728
5555	2107	2492
5556	152	492
5557	145	1653
5558	1333	1603
5559	551	3809
5560	241	3521
5561	285	2112
5562	152	2583
5563	701	2053
5564	848	1984
5565	14	1895
5566	3360	4010
5567	706	2316
5568	1653	3461
5569	224	939
5570	349	1027
5571	376	1267
5572	1397	3023
5573	939	994
5574	287	662
5575	211	289
5576	157	3531
5577	676	1532
5578	629	879
5579	178	2107
5580	349	5428
5581	415	2054
5582	2789	2866
5583	211	352
5584	211	810
5585	349	3492
5586	349	459
5587	349	3393
5588	139	2040
5589	62	2016
5590	879	3023
5591	579	1540
5592	120	1083
5593	241	2493
5594	182	2493
5595	939	3603
5596	1653	2793
5597	299	1843
5598	46	899
5599	2107	2903
5600	1083	1607
5601	152	4054
5602	520	3342
5603	310	2493
5604	2107	2982
5605	259	2493
5606	152	1980
5607	1591	1843
5608	994	1096
5609	725	939
5610	152	2779
5611	146	939
5612	152	4040
5613	349	1534
5614	2107	2463
5615	507	579
5616	579	750
5617	15	939
5618	349	2753
5619	990	1083
5620	189	410
5621	3342	3401
5622	211	1745
5623	1083	1814
5624	54	1083
5625	1046	3342
5626	232	938
5627	676	1287
5628	152	1235
5629	287	661
5630	1176	2493
5631	241	651
5632	14	1116
5633	579	1607
5634	338	879
5635	335	615
5636	338	3531
5637	299	939
5638	939	2045
5639	994	2342
5640	152	1286
5641	711	731
5642	152	2030
5643	88	1984
5644	605	3342
5645	310	1551
5646	152	2004
5647	1097	1653
5648	247	3525
5649	1653	4327
5650	407	2334
5651	939	1776
5652	3	2107
5653	359	1073
5654	705	4019
5655	569	615
5656	14	911
5657	669	2107
5658	2316	2527
5659	574	1380
5660	2493	2636
5661	256	1083
5662	1056	1197
5663	574	662
5664	7	899
5665	104	2316
5666	280	3579
5667	489	1319
5668	1089	1843
5669	939	1159
5670	1798	2016
5671	319	3023
5672	211	1939
5673	182	1083
5674	152	3702
5675	196	891
5676	349	2459
5677	1253	1319
5678	1083	2405
5679	1299	3444
5680	252	1083
5681	241	1400
5682	939	2836
5683	1653	2865
5684	146	1892
5685	2107	5051
5686	349	3167
5687	139	1653
5688	176	1083
5689	6	639
5690	1798	3000
5691	766	2054
5692	211	586
5693	161	211
5694	1462	3360
5695	152	3447
5696	211	2836
5697	579	885
5698	152	441
5699	916	3342
5700	2107	4317
5701	682	1083
5702	676	3342
5703	1653	2248
5704	848	1798
5705	352	2823
5706	335	3531
5707	330	359
5708	750	3360
5709	3026	3235
5710	465	1984
5711	1754	2054
5712	433	939
5713	1489	2423
5714	787	1984
5715	719	994
5716	152	247
5717	661	782
5718	14	2789
5719	399	3360
5720	374	579
5721	603	2316
5722	211	1804
5723	287	848
5724	196	3023
5725	808	1695
5726	189	994
5727	232	2866
5728	736	899
5729	610	3360
5730	379	1798
5731	62	582
5732	211	2780
5733	349	3854
5734	2054	3360
5735	152	3693
5736	189	4347
5737	1798	2712
5738	546	1695
5739	574	2493
5740	1798	3421
5741	152	1042
5742	891	916
5743	655	1798
5744	211	1032
5745	211	1564
5746	676	3000
5747	939	3474
5748	15	211
5749	338	2493
5750	651	2493
5751	211	1037
5752	14	1941
5753	289	3023
5754	2866	3091
5755	1719	3514
5756	579	711
5757	3235	3474
5758	1044	1083
5759	196	676
5760	1153	3799
5761	211	944
5762	2316	2903
5763	14	711
5764	54	62
5765	1984	3799
5766	349	4975
5767	152	1652
5768	1083	1756
5769	939	1095
5770	1083	2035
5771	2094	2493
5772	676	711
5773	43	2970
5774	2237	3360
5775	830	1564
5776	114	1564
5777	939	2040
5778	310	1670
5779	15	3235
5780	793	1083
5781	241	1591
5782	289	1984
5783	808	1798
5784	196	310
5785	76	170
5786	187	579
5787	1299	3191
5788	1397	3235
5789	1206	2107
5790	3235	3415
5791	848	1083
5792	349	492
5793	98	2053
5794	615	2115
5795	104	335
5796	662	2493
5797	711	1319
5798	848	939
5799	459	2493
5800	559	3091
5801	2806	3235
5802	152	4854
5803	152	701
5804	711	1083
5805	152	991
5806	2789	3464
5807	14	4343
5808	994	3426
5809	3135	3360
5810	359	676
5811	1350	3531
5812	882	3360
5813	433	899
5814	1197	1653
5815	1904	2107
5816	152	229
5817	1076	2051
5818	465	2040
5819	913	1648
5820	1833	3360
5821	994	3444
5822	813	994
5823	3235	3521
5824	1083	3888
5825	178	994
5826	211	1700
5827	203	2054
5828	351	782
5829	359	546
5830	2423	2984
5831	617	3799
5832	280	867
5833	349	3588
5834	105	1653
5835	349	3642
5836	659	1350
5837	655	3235
5838	14	1032
5839	1440	1843
5840	161	579
5841	656	913
5842	287	407
5843	62	2493
5844	145	3531
5845	579	739
5846	241	615
5847	1265	2051
5848	542	579
5849	152	3873
5850	43	617
5851	1380	3531
5852	1653	2392
5853	203	615
5854	2316	3188
5855	721	3235
5856	3360	4143
5857	36	579
5858	2016	3235
5859	3023	3094
5860	1176	1319
5861	3529	4155
5862	1319	1397
5863	211	2135
5864	579	2311
5865	280	4286
5866	3091	3464
5867	939	4611
5868	1083	2205
5869	164	349
5870	241	543
5871	1754	1804
5872	14	1872
5873	211	1545
5874	152	2920
5875	1224	2053
5876	279	2107
5877	3173	3360
5878	105	1843
5879	359	1932
5880	72	994
5881	994	2040
5882	831	1653
5883	778	1984
5884	551	3342
5885	579	3216
5886	551	4286
5887	939	3464
5888	1083	2513
5889	14	1388
5890	711	1695
5891	62	2163
5892	1097	2107
5893	3342	4728
5894	349	4054
5895	161	3342
5896	916	1374
5897	152	2940
5898	4282	4380
5899	310	3601
5900	3235	3371
5901	2035	3360
5902	1798	3415
5903	543	1798
5904	711	3415
5905	280	314
5906	86	2316
5907	196	1374
5908	1557	1894
5909	310	1150
5910	2316	2659
5911	79	211
5912	41	994
5913	615	668
5914	139	1299
5915	1692	3360
5916	338	2107
5917	211	1479
5918	938	1540
5919	1356	2040
5920	750	939
5921	559	2153
5922	196	1096
5923	62	1969
5924	1120	1482
5925	86	3799
5926	3365	4469
5927	211	1064
5928	15	551
5929	2866	4522
5930	211	3073
5931	193	314
5932	88	3531
5933	585	4282
5934	579	3426
5935	241	1007
5936	2159	3342
5937	111	1083
5938	392	899
5939	696	1653
5940	280	351
5941	708	899
5942	603	4044
5943	721	1798
5944	1843	3360
5945	14	1532
5946	335	2316
5947	629	782
5948	349	1834
5949	1083	2866
5950	1670	3799
5951	349	2440
5952	1798	2411
5953	14	3401
5954	3474	4206
5955	939	4992
5956	241	319
5957	349	5191
5958	415	994
5959	157	1798
5960	3091	3342
5961	37	3825
5962	1287	1984
5963	241	1374
5964	224	1083
5965	310	656
5966	152	3053
5967	1367	1843
5968	579	1380
5969	349	707
5970	719	3173
5971	358	939
5972	310	1984
5973	211	5443
5974	3081	3235
5975	211	1310
5976	349	718
5977	465	1319
5978	899	2332
5979	310	831
5980	359	1695
5981	2100	2493
5982	280	485
5983	3181	3360
5984	979	3342
5985	290	485
5986	670	3342
5987	287	1895
5988	659	1115
5989	579	4347
5990	882	3825
5991	349	2982
5992	1653	4992
5993	579	2271
5994	349	1047
5995	1653	3030
5996	1083	3936
5997	152	2316
5998	310	1503
5999	1319	3531
6000	19	62
6001	280	778
6002	679	2316
6003	994	4019
6004	105	2316
6005	349	2323
6006	1357	2493
6007	3392	4206
6008	2423	4603
6009	574	1159
6010	202	1653
6011	739	939
6012	310	1203
6013	1083	4940
6014	349	2955
6015	662	2040
6016	407	3799
6017	579	1121
6018	152	932
6019	971	3464
6020	1159	2016
6021	241	2213
6022	656	3023
6023	579	2299
6024	372	579
6025	1083	1656
6026	1083	2909
6027	579	3914
6028	2153	3800
6029	407	2040
6030	1096	1120
6031	1562	1564
6032	791	1984
6033	2734	3799
6034	251	1319
6035	2434	3360
6036	2866	4282
6037	103	3360
6038	543	2493
6039	617	3023
6040	1083	1187
6041	152	564
6042	179	1083
6043	727	994
6044	939	3080
6045	349	2049
6046	1612	1653
6047	2138	3023
6048	152	2636
6049	938	1482
6050	400	2051
6051	782	2463
6052	310	3174
6053	615	3265
6054	735	1319
6055	782	2320
6056	211	255
6057	337	579
6058	1653	2847
6059	2107	4676
6060	152	4292
6061	310	617
6062	196	2789
6063	2205	2316
6064	152	1001
6065	1083	2578
6066	2316	4343
6067	1482	1695
6068	14	715
6069	767	3360
6070	211	2782
6071	178	2493
6072	152	2569
6073	114	1083
6074	939	3712
6075	137	349
6076	546	938
6077	1319	2392
6078	34	551
6079	937	2423
6080	309	1083
6081	318	1319
6082	2040	3507
6083	1653	2659
6084	1895	1984
6085	551	1120
6086	551	882
6087	551	1932
6088	334	1319
6089	349	430
6090	310	407
6091	152	386
6092	1350	1984
6093	152	1727
6094	615	659
6095	310	1581
6096	1670	3531
6097	152	4031
6098	1592	3342
6099	1540	2423
6100	349	5115
6101	349	4294
6102	710	1843
6103	189	1083
6104	659	1564
6105	659	2054
6106	3360	3799
6107	899	1798
6108	891	994
6109	971	2423
6110	1984	2657
6111	939	1047
6112	916	3132
6113	152	1713
6114	994	1159
6115	574	1400
6116	559	1010
6117	74	3531
6118	1204	3360
6119	152	2766
6120	662	2153
6121	646	1083
6122	187	1653
6123	673	939
6124	937	1798
6125	938	1653
6126	579	2094
6127	1115	2954
6128	62	1439
6129	1319	3026
6130	1380	3023
6131	349	3960
6132	885	1083
6133	1648	1667
6134	349	962
6135	349	2648
6136	177	211
6137	43	211
6138	1146	2051
6139	778	2334
6140	994	2636
6141	196	913
6142	1224	1754
6143	241	2054
6144	702	1319
6145	663	1847
6146	579	3413
6147	3000	4603
6148	94	939
6149	376	3091
6150	1319	2320
6151	1083	3387
6152	551	1033
6153	1984	2267
6154	211	2217
6155	64	639
6156	1653	3342
6157	1984	3579
6158	579	3563
6159	82	146
6160	189	1032
6161	939	3522
6162	299	1984
6163	53	3342
6164	2153	2866
6165	1083	1160
6166	782	2970
6167	916	1356
6168	520	899
6169	977	3342
6170	138	1083
6171	88	203
6172	1083	1725
6173	310	1564
6174	88	2316
6175	211	3494
6176	2390	4143
6177	1753	1984
6178	882	1695
6179	155	1653
6180	14	2002
6181	135	349
6182	211	3710
6183	14	2299
6184	1798	5237
6185	537	3342
6186	617	916
6187	50	899
6188	891	3091
6189	574	3202
6190	349	4359
6191	1299	3235
6192	559	3800
6193	747	2107
6194	280	379
6195	433	1653
6196	79	3360
6197	319	2107
6198	287	617
6199	489	3360
6200	465	617
6201	255	994
6202	656	1096
6203	639	938
6204	14	848
6205	476	1564
6206	793	3173
6207	579	940
6208	656	1798
6209	1380	1798
6210	266	3091
6211	402	3342
6212	916	2100
6213	659	1354
6214	1083	2974
6215	37	962
6216	696	3023
6217	558	808
6218	994	2734
6219	3392	3825
6220	1319	2779
6221	241	2734
6222	808	937
6223	251	579
6224	615	1512
6225	202	211
6226	601	1564
6227	1083	1374
6228	14	679
6229	339	676
6230	617	3444
6231	2107	2245
6232	902	1319
6233	1076	1865
6234	62	2056
6235	615	815
6236	3235	3563
6237	310	815
6238	709	2493
6239	349	5207
6240	939	1299
6241	351	4184
6242	80	994
6243	939	1592
6244	349	1725
6245	119	939
6246	579	2060
6247	391	1319
6248	579	1044
6249	152	666
6250	808	3809
6251	341	1319
6252	152	4975
6253	1038	3342
6254	1050	2316
6255	476	615
6256	14	56
6257	994	2011
6258	349	817
6259	14	2114
6260	1727	3360
6261	711	1380
6262	289	319
6263	815	2107
6264	3342	3514
6265	14	1319
6266	1083	1884
6267	1319	2479
6268	280	4282
6269	241	731
6270	151	615
6271	1104	3360
6272	1083	3461
6273	62	2982
6274	994	1097
6275	938	4329
6276	1564	2077
6277	1564	1754
6278	1653	2320
6279	211	252
6280	136	2107
6281	617	2866
6282	1028	1121
6283	43	585
6284	80	4019
6285	2159	3091
6286	676	688
6287	349	4774
6288	590	867
6289	574	727
6290	280	1984
6291	579	2267
6292	3360	3945
6293	349	2010
6294	485	617
6295	1653	2138
6296	62	3882
6297	152	470
6298	349	589
6299	600	1115
6300	939	3132
6301	119	879
6302	251	3342
6303	782	1532
6304	310	1440
6305	211	1627
6306	2	3360
6307	617	2806
6308	1176	3235
6309	968	994
6310	1984	3101
6311	2636	3799
6312	719	2053
6313	1083	2940
6314	310	2657
6315	211	4059
6316	1345	1350
6317	651	661
6318	211	2077
6319	216	1083
6320	939	2919
6321	353	994
6322	52	2423
6323	3444	3622
6324	879	1984
6325	152	272
6326	938	3464
6327	1641	2316
6328	443	676
6329	1070	3342
6330	1591	2316
6331	1843	3521
6332	782	2434
6333	211	1433
6334	2115	2493
6335	338	1843
6336	1083	2769
6337	1532	1653
6338	585	1798
6339	216	1319
6340	939	1787
6341	14	36
6342	74	1984
6343	564	3360
6344	349	761
6345	574	1176
6346	1083	2004
6347	916	1551
6348	310	3094
6349	1653	3012
6350	1231	1754
6351	2114	2493
6352	663	1354
6353	1267	1653
6354	211	414
6355	579	1120
6356	939	3711
6357	1083	3491
6358	309	3235
6359	211	2996
6360	414	579
6361	939	1001
6362	1837	2316
6363	349	4471
6364	152	556
6365	349	1656
6366	1892	2493
6367	152	4127
6368	656	2793
6369	1097	1564
6370	3074	3342
6371	551	3000
6372	1798	2334
6373	241	374
6374	747	782
6375	1653	3135
6376	639	2691
6377	661	1843
6378	1512	1902
6379	727	3235
6380	152	2227
6381	1564	1840
6382	1253	1892
6383	127	3235
6384	1083	2135
6385	1653	4000
6386	1073	2049
6387	152	1033
6388	1931	1935
6389	152	3159
6390	1695	4603
6391	349	4888
6392	152	1440
6393	14	3426
6394	1083	2667
6395	867	3235
6396	659	1345
6397	359	1033
6398	349	734
6399	531	1839
6400	324	3235
6401	391	1653
6402	280	3026
6403	939	1925
6404	489	2053
6405	619	3023
6406	1487	1798
6407	74	2493
6408	1843	4292
6409	211	2583
6410	830	994
6411	656	2094
6412	1843	2214
6413	349	3929
6414	211	487
6415	830	2053
6416	617	688
6417	711	3235
6418	119	615
6419	1319	1843
6420	501	1083
6421	1892	2334
6422	280	2970
6423	766	1804
6424	1653	2245
6425	535	1843
6426	937	3825
6427	152	1969
6428	1653	4010
6429	152	1351
6430	86	335
6431	1319	2185
6432	287	2316
6433	62	178
6434	280	1299
6435	280	1064
6436	241	2434
6437	937	4206
6438	676	3933
6439	1064	1319
6440	1083	2793
6441	241	688
6442	139	782
6443	994	2159
6444	211	704
6445	349	1490
6446	341	782
6447	2107	3325
6448	1653	4265
6449	349	1676
6450	1843	3522
6451	62	2214
6452	615	900
6453	567	3342
6454	1503	1653
6455	349	3416
6456	152	4933
6457	195	1319
6458	553	615
6459	179	1653
6460	615	2077
6461	152	3733
6462	211	2322
6463	1754	2053
6464	579	2970
6465	899	3235
6466	1753	1843
6467	299	2054
6468	62	403
6469	62	1159
6470	939	2183
6471	3360	3525
6472	1798	2691
6473	62	72
6474	1487	3601
6475	82	668
6476	152	923
6477	56	3342
6478	196	2016
6479	241	334
6480	62	256
6481	1804	1843
6482	1941	2040
6483	62	1459
6484	579	1064
6485	1984	2970
6486	152	3885
6487	14	1362
6488	669	1319
6489	939	3415
6490	349	369
6491	1482	1532
6492	615	701
6493	376	782
6494	1602	2493
6495	177	1653
6496	3342	3507
6497	1319	1852
6498	241	1176
6499	1798	3734
6500	211	1440
6501	653	2051
6502	349	3942
6503	14	674
6504	196	1400
6505	232	1653
6506	2316	3048
6507	1083	3034
6508	349	1766
6509	309	3360
6510	179	3360
6511	152	4071
6512	183	1319
6513	211	2213
6514	280	1153
6515	374	3799
6516	241	406
6517	137	1083
6518	944	1564
6519	1844	3342
6520	676	3951
6521	739	1083
6522	286	1319
6523	349	1057
6524	551	1844
6525	1984	3415
6526	171	994
6527	617	3665
6528	676	3436
6529	813	899
6530	14	1267
6531	74	152
6532	1780	1798
6533	948	2107
6534	635	1319
6535	289	2316
6536	143	939
6537	230	879
6538	3800	4206
6539	1153	3023
6540	280	443
6541	559	639
6542	349	562
6543	3601	3799
6544	62	1231
6545	615	2578
6546	256	2053
6547	1356	2107
6548	88	1159
6549	14	4380
6550	132	152
6551	115	349
6552	211	1224
6553	152	326
6554	579	3444
6555	939	4265
6556	668	3435
6557	939	1196
6558	2316	2457
6559	14	2529
6560	532	1083
6561	639	899
6562	72	1319
6563	727	1159
6564	280	2153
6565	14	731
6566	287	2054
6567	203	3799
6568	2094	3799
6569	899	994
6570	152	2003
6571	43	3091
6572	287	940
6573	359	936
6574	349	3347
6575	349	3435
6576	546	676
6577	241	1574
6578	1731	2316
6579	95	2423
6580	867	1487
6581	900	1653
6582	1073	2493
6583	763	3799
6584	711	4522
6585	80	1843
6586	617	3091
6587	182	1754
6588	203	2493
6589	615	2780
6590	230	241
6591	151	1557
6592	676	782
6593	3174	3360
6594	585	1695
6595	349	2670
6596	211	2779
6597	164	3360
6598	62	2339
6599	531	3173
6600	2094	3235
6601	994	3132
6602	132	1319
6603	2316	4127
6604	287	891
6605	310	387
6606	782	2793
6607	349	2721
6608	94	2423
6609	232	4206
6610	211	2763
6611	203	939
6612	349	2437
6613	196	335
6614	462	787
6615	211	3507
6616	349	5127
6617	913	2316
6618	1176	1843
6619	939	3722
6620	662	1984
6621	1367	2053
6622	899	2334
6623	52	938
6624	559	939
6625	151	1512
6626	676	1667
6627	157	310
6628	831	939
6629	705	1653
6630	211	2002
6631	465	2493
6632	189	679
6633	202	1984
6634	349	3767
6635	415	3342
6636	2493	4903
6637	391	3360
6638	280	1540
6639	574	1843
6640	1667	3342
6641	3360	3930
6642	402	2493
6643	882	4206
6644	152	3604
6645	14	34
6646	1083	2473
6647	939	4169
6648	14	94
6649	690	1083
6650	14	1002
6651	639	4184
6652	256	1653
6653	287	290
6654	1367	2493
6655	1753	2316
6656	211	3953
6657	2033	2107
6658	585	2866
6659	310	1953
6660	182	1319
6661	43	2153
6662	1798	3751
6663	1798	2529
6664	170	1847
6665	971	3000
6666	290	3091
6667	211	766
6668	2437	2493
6669	1895	3360
6670	359	3514
6671	782	2903
6672	1249	2493
6673	349	1432
6674	157	3342
6675	152	2417
6676	349	3817
6677	1843	4127
6678	143	3360
6679	938	3800
6680	848	4019
6681	1564	2035
6682	349	1524
6683	1380	2016
6684	491	939
6685	349	4010
6686	11	211
6687	1653	3603
6688	3531	4019
6689	299	3531
6690	183	1083
6691	7	875
6692	310	649
6693	359	3392
6694	1073	1319
6695	152	1062
6696	104	3531
6697	1798	3665
6698	330	899
6699	1097	2493
6700	2	3531
6701	574	1160
6702	170	349
6703	290	1073
6704	3235	4329
6705	359	1007
6706	1695	3235
6707	15	1695
6708	152	2740
6709	280	407
6710	646	2107
6711	43	2423
6712	574	1287
6713	1351	1564
6714	1083	2742
6715	1096	3023
6716	1159	1357
6717	1798	4143
6718	1358	1653
6719	994	1287
6720	203	531
6721	1064	1798
6722	280	721
6723	656	4143
6724	559	882
6725	14	1044
6726	2138	3521
6727	349	2415
6728	1299	1984
6729	407	1487
6730	1319	2657
6731	674	962
6732	939	1482
6733	939	3635
6734	152	1776
6735	112	579
6736	338	615
6737	617	2107
6738	189	1299
6739	1083	2780
6740	349	3029
6741	579	3387
6742	579	926
6743	691	1083
6744	2316	4327
6745	989	3342
6746	679	1653
6747	651	4019
6748	211	239
6749	349	5338
6750	64	1667
6751	594	3360
6752	938	3392
6753	917	3360
6754	656	4184
6755	916	2789
6756	349	3517
6757	617	938
6758	211	413
6759	411	2213
6760	938	3091
6761	1339	2049
6762	211	1292
6763	433	1319
6764	1551	2316
6765	61	211
6766	152	2893
6767	574	731
6768	623	1146
6769	1487	2040
6770	1551	3342
6771	310	836
6772	1798	2094
6773	89	280
6774	390	1319
6775	710	1083
6776	152	747
6777	617	711
6778	152	3461
6779	41	1843
6780	202	3531
6781	241	2903
6782	241	309
6783	574	661
6784	225	1319
6785	1319	3418
6786	27	2138
6787	546	3825
6788	939	2010
6789	287	1380
6790	179	3023
6791	349	1565
6792	310	1253
6793	1073	1564
6794	1176	1798
6795	1843	1995
6796	1299	3360
6797	1083	2527
6798	551	2153
6799	392	1592
6800	939	4143
6801	41	3360
6802	290	939
6803	705	939
6804	676	4429
6805	43	4380
6806	211	4184
6807	152	2712
6808	349	3552
6809	1798	2342
6810	645	1083
6811	656	731
6812	86	615
6813	615	1382
6814	1670	2493
6815	1798	2100
6816	1798	2919
6817	663	1894
6818	727	879
6819	1159	1235
6820	349	3868
6821	211	372
6822	152	817
6823	485	4019
6824	2008	2316
6825	577	1083
6826	8	2316
6827	559	936
6828	939	3700
6829	105	1564
6830	1695	1932
6831	196	817
6832	211	2279
6833	899	4286
6834	899	3045
6835	778	3235
6836	266	1648
6837	579	2040
6838	211	2184
6839	1798	2852
6840	349	4107
6841	2107	3012
6842	662	3514
6843	349	765
6844	24	2316
6845	661	711
6846	782	1397
6847	1361	2107
6848	1984	4557
6849	711	1096
6850	14	4611
6851	341	2316
6852	1079	1798
6853	280	1011
6854	1010	1695
6855	349	3761
6856	1115	1350
6857	1895	3342
6858	152	3436
6859	152	387
6860	1892	2054
6861	349	4479
6862	211	2970
6863	152	3198
6864	211	5338
6865	86	1176
6866	232	971
6867	1653	3081
6868	287	791
6869	119	3799
6870	2423	3474
6871	1653	2053
6872	3235	3991
6873	2107	3796
6874	3521	3799
6875	938	2984
6876	152	3710
6877	1607	2138
6878	112	782
6879	2320	3023
6880	615	1073
6881	615	1367
6882	349	571
6883	3360	4127
6884	661	1892
6885	349	3389
6886	62	1367
6887	1354	2316
6888	52	349
6889	280	1487
6890	994	1357
6891	256	2316
6892	196	879
6893	392	4603
6894	1564	2101
6895	1653	2114
6896	349	3951
6897	112	1798
6898	349	810
6899	782	3799
6900	1380	2107
6901	994	2806
6902	711	2016
6903	939	3772
6904	136	349
6905	157	287
6906	152	595
6907	196	358
6908	46	994
6909	711	1176
6910	1083	3787
6911	349	2374
6912	1299	1653
6913	815	2316
6914	559	3464
6915	72	531
6916	196	2866
6917	152	413
6918	3800	3825
6919	349	3436
6920	359	1041
6921	310	1089
6922	688	1984
6923	579	1096
6924	579	1487
6925	196	287
6926	211	4127
6927	1362	3235
6928	88	310
6929	1083	2056
6930	1194	4518
6931	1115	2047
6932	260	782
6933	1083	2954
6934	782	3521
6935	211	3522
6936	1159	1602
6937	2040	2806
6938	615	1351
6939	875	1798
6940	211	4017
6941	899	1984
6942	339	939
6943	339	1984
6944	338	3023
6945	2011	3342
6946	1073	2054
6947	672	3342
6948	211	957
6949	813	3342
6950	899	979
6951	1083	1754
6952	196	651
6953	1695	4380
6954	152	1188
6955	335	782
6956	2390	3360
6957	152	347
6958	62	1562
6959	232	617
6960	1319	1863
6961	695	1798
6962	3825	4603
6963	1565	2316
6964	62	195
6965	559	937
6966	791	3091
6967	721	1653
6968	83	349
6969	994	3622
6970	782	3271
6971	289	1843
6972	349	3764
6973	349	3365
6974	725	2053
6975	349	2852
6976	407	731
6977	279	1083
6978	1648	1798
6979	3474	3514
6980	349	3555
6981	793	939
6982	1753	3235
6983	879	1843
6984	152	1160
6985	574	1350
6986	62	80
6987	287	465
6988	756	2316
6989	1863	2316
6990	537	994
6991	676	2970
6992	1083	2982
6993	808	971
6994	211	2382
6995	83	211
6996	211	2783
6997	259	1319
6998	649	3531
6999	900	994
7000	1083	1652
7001	310	1262
7002	936	971
7003	152	3999
7004	976	3342
7005	709	2138
7006	676	1612
7007	14	3800
7008	259	3342
7009	939	3095
7010	211	1208
7011	1204	1839
7012	1115	1557
7013	143	1319
7014	392	559
7015	367	1319
7016	62	1746
7017	62	1073
7018	1083	1351
7019	651	3531
7020	152	978
7021	152	2363
7022	2316	4026
7023	629	1843
7024	668	1614
7025	290	1719
7026	676	778
7027	3023	3521
7028	879	1995
7029	152	3926
7030	1073	1350
7031	310	3023
7032	230	782
7033	1648	2793
7034	1083	2399
7035	241	2806
7036	1844	2423
7037	88	104
7038	590	1798
7039	349	1462
7040	43	3514
7041	3712	4206
7042	159	2316
7043	1652	3360
7044	287	2334
7045	211	1995
7046	157	2054
7047	8	14
7048	711	791
7049	376	617
7050	661	4019
7051	1984	3371
7052	1843	2734
7053	944	1115
7054	573	1083
7055	407	899
7056	178	1984
7057	139	938
7058	152	3132
7059	668	2493
7060	152	4378
7061	14	2691
7062	211	4632
7063	879	1487
7064	72	1159
7065	674	3825
7066	675	1653
7067	62	203
7068	1319	3216
7069	651	916
7070	1798	3551
7071	83	1319
7072	152	1516
7073	43	791
7074	1083	3563
7075	899	1844
7076	994	1231
7077	3514	3800
7078	349	3783
7079	211	5001
7080	3464	3916
7081	1010	3514
7082	152	2771
7083	1033	2051
7084	287	2267
7085	310	4962
7086	574	4143
7087	661	2016
7088	1892	3191
7089	232	585
7090	610	3531
7091	476	2493
7092	280	858
7093	615	944
7094	546	971
7095	287	651
7096	979	2316
7097	152	3510
7098	310	661
7099	152	1197
7100	241	3094
7101	782	3531
7102	310	2982
7103	1083	1627
7104	899	1592
7105	203	2246
7106	177	310
7107	2009	3809
7108	232	656
7109	54	1653
7110	330	1892
7111	939	1591
7112	79	2107
7113	653	1146
7114	899	4329
7115	617	731
7116	80	574
7117	1397	1487
7118	574	782
7119	27	1319
7120	711	1400
7121	241	848
7122	661	916
7123	1160	3531
7124	1083	3202
7125	1083	3132
7126	635	2138
7127	1186	3360
7128	2107	4405
7129	1653	2909
7130	349	4542
7131	376	1932
7132	939	2953
7133	879	2734
7134	782	2390
7135	1483	2493
7136	2107	2309
7137	230	994
7138	241	725
7139	157	782
7140	543	994
7141	711	1374
7142	349	4594
7143	558	962
7144	1083	3342
7145	266	4019
7146	1653	1832
7147	14	95
7148	211	559
7149	280	1356
7150	280	3392
7151	2316	3387
7152	676	1932
7153	62	1656
7154	31	3444
7155	1073	3360
7156	2493	2974
7157	171	1073
7158	676	1653
7159	778	1695
7160	1331	1847
7161	1319	1400
7162	289	2138
7163	152	3509
7164	395	668
7165	299	615
7166	310	4127
7167	1798	3023
7168	2866	3945
7169	1028	1482
7170	615	913
7171	782	882
7172	676	4380
7173	1319	1362
7174	358	3531
7175	88	2053
7176	674	937
7177	2065	3616
7178	392	1798
7179	349	4819
7180	349	1181
7181	14	507
