V1	V2	V3	V4	V5	V6
674	146	280	349	551	1096	7.44923387943679
675	6	168	222	280	349	7.44909038440503
676	146	168	203	241	349	7.44906575238852
677	6	143	152	349	2434	7.44905455795475
678	241	349	668	1073	1083	7.44883563112464
679	143	203	349	668	1096	7.44882520114086
680	6	146	349	668	1592	7.44878369237009
681	146	168	349	392	1482	7.44870454324028
682	6	146	168	349	782	7.44865181650642
683	143	146	152	349	899	7.44864700881096
684	280	349	392	551	1096	7.44864330407905
685	143	152	241	349	3799	7.44856691135973
686	152	280	349	668	1592	7.44855847113862
687	6	143	168	211	349	7.44849090910249
688	143	241	280	349	1482	7.4484858930808
689	143	146	168	349	3773	7.44847945693647
690	6	143	152	339	349	7.44845830795475
691	6	143	146	326	349	7.44837349426998
692	6	143	152	156	349	7.44825855795475
693	143	152	241	349	879	7.44813009890772
694	6	143	152	349	882	7.44801055795475
695	6	146	241	349	668	7.44800967452778
696	143	146	280	349	668	7.44780982097809
697	143	152	203	349	3773	7.44763713895888
698	6	143	152	349	661	7.44760330795475
699	143	168	241	349	719	7.44758300796939
700	6	143	152	349	3751	7.44757255795475
701	6	143	152	349	406	7.44755630795475
702	6	143	152	349	750	7.44751130795475
703	146	152	349	668	1669	7.44730037350823
704	6	146	152	349	1046	7.44716973730008
705	143	241	349	1083	1592	7.44701468939499
706	203	241	349	668	1592	7.446989482902
707	6	143	310	349	1096	7.44694059649346
708	143	152	241	349	2053	7.44667095175026
709	6	143	152	349	813	7.44658230795475
710	143	241	310	349	531	7.4465621720818
711	146	152	349	531	1096	7.44654410660207
712	6	143	152	349	2614	7.44653906323557
713	143	152	211	349	668	7.44651421488126
714	6	146	152	349	3342	7.44648898730008
715	143	280	349	1096	1592	7.44638339160711
716	6	146	152	349	754	7.44625198730008
717	6	143	152	349	564	7.44608504678721
718	146	152	241	349	1995	7.44602832107951
719	6	143	146	189	349	7.44602462071491
720	152	241	349	531	1592	7.44600156098278
721	143	152	241	290	349	7.44590734890772
722	14	143	152	349	668	7.44590022103107
723	143	152	241	349	465	7.44579359890772
724	6	143	168	349	1798	7.44568782017797
725	146	280	349	1096	1532	7.44567680039668
726	152	168	280	349	1096	7.44559026960474
727	143	241	349	531	668	7.44550757082588
728	6	143	152	349	676	7.44550205795475
729	143	146	349	668	1096	7.44532649359175
730	6	146	349	1083	1096	7.44529462007125
731	143	152	349	668	1984	7.44526872103107
732	6	280	349	392	1592	7.44522268896239
733	53	349	668	1083	1592	7.4452011770358
734	143	241	280	349	668	7.4451977056878
735	6	152	349	392	1592	7.44517000364089
736	143	203	247	349	668	7.4451678392365
737	6	143	146	349	407	7.44513962071491
738	146	168	280	349	1083	7.44513349623717
739	143	152	241	287	349	7.44499009890772
740	6	143	146	349	782	7.44484712071491
741	6	146	152	349	1892	7.44479682526219
742	6	143	168	349	579	7.44476990910249
743	143	146	152	349	1669	7.44471078597757
744	143	349	668	1083	1418	7.44464151212977
745	6	146	280	349	1532	7.44448146538912
746	6	146	152	349	939	7.44445578674874
747	6	146	168	289	349	7.44436731650642
748	6	146	349	1096	1592	7.44423835454468
749	143	168	241	349	1073	7.44422470560069
750	143	280	349	392	1482	7.44421507625895
751	6	143	146	349	646	7.44406412731876
752	6	241	280	349	1592	7.44399092683059
753	6	146	168	349	2107	7.44380209605774
754	143	168	280	349	392	7.44372849134362
755	6	146	168	349	793	7.44370640723014
756	6	143	152	349	2246	7.44350110270131
757	6	143	146	349	3444	7.44346237071491
758	6	143	146	349	3799	7.4434077137349
759	6	146	152	349	1073	7.44338851866516
760	143	152	203	349	1669	7.44332944056483
761	6	143	168	349	1532	7.44330949067234
762	143	152	168	222	349	7.44322307842917
763	6	143	146	349	1120	7.44310535619164
764	6	146	168	349	913	7.44306856650642
765	6	143	280	349	1798	7.44302721111778
766	6	143	152	349	977	7.44298155795475
767	143	146	168	349	1319	7.44291857921727
768	6	143	146	196	349	7.44291204563289
769	6	143	152	299	349	7.44283005795475
770	6	143	146	349	1299	7.44282137071491
771	143	168	203	349	1083	7.44278195785651
772	72	310	349	668	1083	7.44272984453042
773	143	241	349	531	1073	7.44272095739609
774	146	152	310	349	668	7.44269057033278
775	6	146	168	349	3342	7.44262606650642
776	6	143	152	349	390	7.44259355795475
777	6	143	152	349	2054	7.44253830795475
778	6	146	152	349	359	7.44241148414609
779	6	82	146	349	1096	7.44233659311594
780	143	203	241	349	1096	7.44227958043652
781	349	668	1083	1466	2246	7.44225069037816
782	241	349	668	1083	2246	7.44207466698898
783	143	349	668	1083	1319	7.44191665137021
784	6	143	152	349	4992	7.44182030795475
785	143	152	157	241	349	7.44180834890772
786	6	143	152	349	971	7.44176355795475
787	6	143	280	349	579	7.44156939745711
788	6	146	349	719	1096	7.4415657919635
789	6	143	241	349	719	7.44146303062939
790	146	280	349	1096	2213	7.44135459133536
791	143	152	189	241	349	7.44113359890772
792	143	152	241	349	3773	7.44108615800452
793	6	143	152	349	2100	7.44104530795475
794	143	152	349	1083	1096	7.44097075731447
795	143	152	349	668	1653	7.44094897103107
796	6	143	349	668	2246	7.44082454783197
797	6	146	280	349	531	7.44080778269609
798	6	143	152	349	731	7.44071805795475
799	146	349	392	1096	1482	7.44057409269504
800	6	146	152	349	1669	7.44055494136029
801	143	152	241	349	2334	7.44046284890772
802	143	146	203	349	1083	7.44029159052959
803	143	241	349	415	1073	7.44028469940939
804	143	146	152	349	617	7.44020625881096
805	310	349	668	1083	1592	7.44015692952369
806	6	143	152	349	1011	7.44010291745231
807	6	146	280	349	1995	7.44007784625014
808	6	143	168	349	376	7.44003199777152
809	6	146	168	349	3023	7.43997906650642
810	152	203	241	349	1073	7.4398952417485
811	6	143	152	349	646	7.43987493907951
812	143	349	668	994	1083	7.43981515137021
813	6	143	146	349	639	7.43980190165295
814	146	168	241	310	349	7.43978692292543
815	146	280	349	392	551	7.43978259020188
816	143	152	203	349	1653	7.43947717310061
817	143	152	168	349	3773	7.43946485238762
818	143	310	349	668	1592	7.43944402504742
819	6	146	152	349	1120	7.43940841230931
820	143	168	349	719	1096	7.43929043559276
821	6	146	349	392	551	7.43928157045591
822	146	168	349	1096	1592	7.4392053534187
823	143	152	241	349	2054	7.43919359890772
824	143	280	349	1083	1096	7.43912944237986
825	143	146	152	349	1984	7.43911000881096
826	143	280	349	719	1096	7.43891358357519
827	6	168	349	1482	1592	7.43890542167278
828	6	53	143	146	349	7.43858251735425
829	152	349	668	1592	2246	7.43843111786992
830	6	143	152	349	1032	7.43827105795475
831	72	349	668	1083	3525	7.4381390458949
832	143	152	349	668	1892	7.4380705522794
833	6	143	349	551	1096	7.43806088232688
834	6	146	349	551	1096	7.4378880727098
835	146	152	280	349	551	7.43772317293019
836	6	14	146	280	349	7.43766927235881
837	143	152	241	349	1007	7.43762009873084
838	6	143	146	349	359	7.43758824061634
839	6	146	280	349	2213	7.43753872899769
840	46	143	152	241	349	7.43743509890772
841	143	152	349	668	3773	7.43737503012787
842	6	146	168	349	1653	7.43736031650642
843	143	152	241	349	3091	7.43729184890772
844	6	152	168	349	1482	7.43723854258194
845	143	152	241	349	3360	7.43723059890772
846	146	152	241	349	392	7.43721244739913
847	6	146	222	280	349	7.43711936798715
848	6	143	152	349	725	7.43711330795475
849	6	143	146	349	1153	7.43709337071491
850	6	146	152	349	1798	7.43708154280002
851	143	152	349	579	668	7.43701772103107
852	146	280	349	1083	1096	7.43700846647684
853	143	152	349	392	668	7.43697616047832
854	146	168	280	349	1995	7.4368835222818
855	6	152	168	241	349	7.43677982313034
856	143	152	280	349	719	7.43676693571448
857	6	146	266	280	349	7.4367396282426
858	143	241	280	349	531	7.4366869196283
859	143	211	349	668	1083	7.43667790137021
860	6	143	152	349	793	7.43667207416789
861	6	143	146	349	3235	7.43663862071491
862	6	146	152	349	1984	7.43652548730008
863	6	143	152	349	3521	7.43651005795475
864	6	143	152	349	2657	7.43627305795475
865	6	146	349	668	1995	7.43614398527294
866	6	143	146	349	2334	7.43592662071491
867	168	280	349	1096	1592	7.43581913030629
868	6	146	168	196	349	7.43580234448029
869	143	152	241	349	782	7.43574234890772
870	6	143	349	719	1096	7.43558266147959
871	143	152	203	349	1984	7.4355820138785
872	6	143	146	289	349	7.43543362071491
873	143	152	241	349	848	7.43541199724003
874	6	46	143	146	349	7.43537537071491
875	143	152	241	349	3622	7.43536559890772
876	146	247	349	668	1083	7.43520511328697
877	6	143	152	349	3360	7.43519105795475
878	6	146	152	349	465	7.43516648730008
879	143	146	168	349	1592	7.43514627587141
880	6	143	241	349	392	7.43510376543863
881	6	143	152	349	1064	7.43506355795475
882	143	203	349	1073	1083	7.43504605568387
883	6	53	143	349	668	7.43498632430989
884	6	143	168	196	349	7.43486908402047
885	6	143	168	349	1653	7.43480990910249
886	146	168	349	1482	1592	7.43469425720784
887	6	143	146	349	564	7.43462713754665
888	143	152	280	349	579	7.43460621020921
889	6	146	152	349	1153	7.43457698730008
890	6	143	146	349	1046	7.43451437071491
891	14	143	152	203	349	7.4344182638785
892	143	203	241	280	349	7.43440238003559
893	6	143	146	349	754	7.43428087071491
894	143	152	241	349	3191	7.43427759890772
895	247	349	668	1083	1669	7.43425379653817
896	143	152	349	668	719	7.43421329034397
897	14	152	241	349	1592	7.43416809085186
898	143	152	203	211	349	7.43410525772869
899	72	152	241	349	668	7.43410381075347
900	6	143	152	349	4184	7.43410135598397
901	143	168	349	1096	1592	7.43397250950062
902	152	168	349	1482	1592	7.43395335971716
903	6	143	146	349	3622	7.43393962071491
904	6	143	152	349	875	7.43390580795475
905	146	152	280	349	2213	7.43377913518241
906	6	143	152	349	3514	7.43369555795475
907	6	143	280	349	1667	7.43364993782435
908	146	168	314	349	1096	7.43355295429847
909	143	152	241	349	487	7.43349984890772
910	143	280	349	1096	1532	7.43345144560287
911	143	146	152	211	349	7.43342975266114
912	146	168	203	349	1096	7.43334518721938
913	6	146	152	349	407	7.43320448730008
914	143	152	349	531	1592	7.43319305739563
915	14	143	152	349	1592	7.43313327934549
916	6	143	168	349	899	7.43306515910249
917	6	143	152	349	1418	7.43304392824572
918	6	143	280	349	939	7.43304339745711
919	112	152	241	349	1073	7.43302366503673
920	6	146	168	349	4611	7.43302056650642
921	6	146	152	349	1356	7.43299498730008
922	6	143	168	349	617	7.43274290910249
923	6	143	152	349	1648	7.43273368522191
924	143	349	668	1083	1653	7.43272190137021
925	6	146	152	196	349	7.43270861681862
926	143	146	152	266	349	7.43269817677274
927	203	349	668	1073	1083	7.43255826998154
928	143	349	668	1083	2614	7.4325578789572
929	247	349	668	1083	3525	7.4324950229551
930	6	143	152	349	3916	7.43248905795475
931	143	152	349	668	1319	7.43243497103107
932	6	143	152	349	2040	7.43241205795475
933	6	146	168	349	3191	7.43239406650642
934	6	143	152	349	3396	7.43226930795475
935	6	143	152	349	2903	7.43224080795475
936	6	146	168	349	754	7.43221856650642
937	6	143	168	349	646	7.43221662247031
938	6	143	168	349	782	7.43218340910249
939	6	146	168	349	1984	7.43201406650642
940	146	168	349	521	668	7.43197091643759
941	6	143	152	349	1380	7.43195030795475
942	6	143	152	349	3074	7.43192405795475
943	146	168	349	668	1995	7.43186905706349
944	6	146	152	189	349	7.43186623730008
945	241	349	668	1083	2463	7.43178006552888
946	143	146	152	349	939	7.43174280825961
947	143	168	349	668	1592	7.43170995230522
948	6	143	152	349	521	7.43170528572035
949	143	241	349	1482	1592	7.4316723301285
950	146	310	349	668	1083	7.43165995387285
951	143	152	349	668	939	7.43165777047973
952	168	280	349	392	1096	7.43158915428284
953	143	152	241	299	349	7.43157459890772
954	6	143	152	349	4603	7.43150005795475
955	6	146	168	349	407	7.43146831650642
956	143	349	415	668	1083	7.43145106447658
957	6	143	146	349	3191	7.43132937071491
958	143	152	241	349	543	7.43131509890772
959	6	143	168	349	2107	7.43123030287374
960	72	152	241	349	1073	7.43112081089324
961	241	349	668	1083	1995	7.43107717326866
962	6	143	349	392	551	7.43098734112125
963	143	152	349	668	2054	7.43083597103107
964	143	146	152	349	1299	7.43076550881096
965	143	152	349	668	3342	7.43075722103107
966	6	143	152	349	351	7.43073430795475
967	6	143	152	349	2423	7.43071280795475
968	146	280	349	564	1096	7.43071112347985
969	53	146	349	668	1083	7.43070403639903
970	6	146	168	349	1669	7.43061081082009
971	143	152	241	349	3444	7.43056209890772
972	6	143	152	349	656	7.43055380795475
973	203	349	668	1083	3525	7.4303666451757
974	6	82	146	349	392	7.43035191323496
975	6	146	152	289	349	7.43029098730008
976	143	152	349	1073	1096	7.43028947589977
977	6	146	349	551	1482	7.43028350505737
978	247	349	668	1083	1995	7.43023927913452
979	143	241	349	668	2246	7.43018570156344
980	143	152	241	349	359	7.43012984704614
981	6	146	152	349	376	7.43006289738121
982	152	241	349	415	1592	7.42989718136871
983	6	146	168	349	1892	7.42987940446852
984	6	143	222	241	349	7.42986543373993
985	6	146	168	349	465	7.42982356650642
986	146	152	349	668	1482	7.42978975961382
987	6	146	152	211	349	7.42978173115027
988	143	152	203	349	1892	7.4297703829013
989	6	146	152	290	349	7.42976848730008
990	143	241	310	349	1083	7.42973152788004
991	280	349	392	1096	1482	7.42971222159005
992	143	241	349	531	1083	7.42970462850962
993	6	143	146	349	4611	7.42965762071491
994	146	152	241	349	415	7.42959493712005
995	146	168	349	1083	1995	7.42954934478205
996	143	280	349	551	1096	7.42951060620074
997	6	143	168	349	2213	7.42950653594568
998	6	143	152	349	1895	7.42950155795475
999	6	143	146	349	3173	7.42948293010135
1000	6	146	241	349	1083	7.42946171683396
1001	6	146	168	349	739	7.4294539426905
1002	143	152	280	349	617	7.42940971020921
1003	143	152	349	668	3023	7.42939947103107
1004	349	668	815	1083	1669	7.42939107067472
1005	6	146	152	326	349	7.42937911966372
1006	6	146	168	349	738	7.42926181650642
1007	143	168	203	349	1592	7.4292037858873
1008	143	152	266	349	668	7.4291221655342
1009	6	143	152	349	2159	7.42909855795475
1010	6	143	152	349	3665	7.42901480795475
1011	143	168	349	521	531	7.42899831926434
1012	6	146	152	349	3191	7.42897648730008
1013	6	152	280	349	1482	7.42895945800007
1014	143	168	280	349	668	7.42895138206281
1015	143	241	310	349	1096	7.42885703864477
1016	146	152	241	349	1287	7.42881132390818
1017	6	53	146	152	349	7.4288005145464
1018	6	146	168	349	1064	7.42871456650642
1019	6	143	168	349	1669	7.42871154676272
1020	143	152	349	668	1299	7.42869622103107
1021	152	203	349	1073	1592	7.42865802251111
1022	349	668	1073	1083	1592	7.42849553022889
1023	143	152	349	668	2213	7.42839316724122
1024	6	143	152	349	3271	7.42838730795475
1025	6	143	152	349	3173	7.42836451763365
1026	6	146	152	349	3023	7.42833098730008
1027	53	349	668	1083	1669	7.42833019082252
1028	143	152	241	349	1667	7.42830793110201
1029	139	143	146	152	349	7.42827550881096
1030	143	146	349	1096	1482	7.42824660942231
1031	143	349	668	719	1083	7.42823922068311
1032	143	152	280	349	3342	7.42823671020921
1033	6	146	280	349	579	7.42814327235881
1034	6	146	152	349	1299	7.42812223730008
1035	6	143	280	349	376	7.42805367102578
1036	146	168	349	1096	1204	7.4280454922382
1037	6	143	146	349	879	7.42789737071491
1038	143	152	349	719	1096	7.42789324231743
1039	14	146	152	241	349	7.42788588571731
1040	143	152	349	617	668	7.42785447103107
1041	152	247	349	668	1083	7.42780875212951
1042	6	143	146	349	1418	7.42771331250596
1043	143	241	280	349	1073	7.42752722300637
1044	143	152	241	349	913	7.42743334890772
1045	152	349	668	1073	1592	7.42736874424894
1046	143	152	203	349	2213	7.42726577855224
1047	6	143	152	349	1267	7.42724635371732
1048	143	152	349	668	1418	7.4270546958183
1049	6	152	222	241	349	7.42704374797106
1050	146	152	168	349	1073	7.42694297331925
1051	143	146	203	280	349	7.42687727049158
1052	6	11	146	168	349	7.42683552819927
1053	6	139	143	168	349	7.42682965910249
1054	146	152	241	349	2213	7.42680167074584
1055	143	152	203	349	3342	7.4267790138785
1056	146	152	203	349	1592	7.42672722464421
1057	143	146	152	349	1653	7.42671775881096
1058	143	152	203	349	939	7.42665581332716
1059	152	203	241	349	668	7.42662435435517
1060	143	146	203	349	1096	7.42652124454181
1061	6	146	152	349	4611	7.42652123730008
1062	143	152	203	349	1319	7.4265010138785
1063	143	152	241	349	1487	7.42645709890772
1064	143	241	349	1083	1096	7.42642966233589
1065	241	310	349	668	1592	7.42642096798679
1066	6	143	168	349	1120	7.42626945394518
1067	143	152	349	668	3799	7.42622003348307
1068	6	143	280	349	617	7.42612864745711
1069	6	143	168	349	793	7.42612527318913
1070	143	241	349	531	1592	7.42611652059346
1071	6	146	280	349	1028	7.42609191420905
1072	241	280	349	1096	1592	7.42604761043739
1073	143	152	222	280	349	7.42598167711225
1074	152	241	349	415	1073	7.42597504972767
1075	6	143	152	349	738	7.42593180795475
1076	6	146	152	349	1532	7.42591294561012
1077	152	168	349	1096	1592	7.42589310069223
1078	143	152	349	668	899	7.42585647103107
1079	6	146	280	349	1120	7.42580194922123
1080	86	143	152	241	349	7.42575784890772
1081	143	280	349	1096	2213	7.4257192221245
1082	6	143	146	287	349	7.42569762071491
1083	6	143	146	349	465	7.42568012071491
1084	6	146	152	349	739	7.42552120331765
1085	349	668	1083	1592	3525	7.42551563828822
1086	143	146	152	349	1319	7.42542775881096
1087	6	146	241	349	531	7.42531326361812
1088	143	146	152	189	349	7.42523600881096
1089	143	146	168	349	646	7.42523125598241
1090	143	146	168	349	939	7.42504757921727
1091	143	152	241	349	2320	7.42490359890772
1092	143	203	280	349	1096	7.42481879386433
1093	143	349	668	1083	1482	7.42446483703309
1094	143	152	203	349	579	7.4244190138785
1095	6	146	152	349	3622	7.42441423730008
1096	6	43	143	152	349	7.42440355795475
1097	6	143	211	280	349	7.42435464745711
1098	6	143	146	319	349	7.42427837071491
1099	143	152	241	349	661	7.42425134890772
1100	146	168	349	521	531	7.42417082413342
1101	143	349	668	879	1083	7.42409190137021
1102	143	280	349	1096	1204	7.42409181836181
1103	146	168	349	531	1482	7.42397410309964
1104	143	146	168	349	3173	7.4238606544627
1105	143	349	668	1083	3023	7.42383840137021
1106	143	152	241	349	3531	7.4238174051477
1107	6	146	280	349	376	7.42380364561811
1108	143	349	668	1083	3799	7.42373321382221
1109	6	143	168	349	1984	7.42366340910249
1110	349	668	1083	1669	1995	7.42360743572051
1111	152	168	349	668	1592	7.42356912847402
1112	143	152	241	349	1046	7.42355834890772
1113	143	241	349	1073	2053	7.42348573439719
1114	146	280	314	349	1096	7.42347856703611
1115	203	310	349	668	1083	7.42345981992924
1116	6	146	168	349	1153	7.42345181650642
1117	6	143	168	349	1073	7.42344561150295
1118	143	146	152	349	3622	7.42339200881096
1119	6	143	152	349	1607	7.42333305795475
1120	143	152	241	349	3521	7.42326509890772
1121	6	146	280	349	1667	7.42323672919339
1122	143	146	168	349	2213	7.42319260496066
1123	146	152	168	349	899	7.42317068081802
1124	146	349	668	1083	1592	7.42316894738228
1125	6	143	349	551	1592	7.42308374887497
1126	241	247	349	668	1083	7.42306080686962
1127	143	152	280	349	1798	7.42292472417855
1128	241	349	668	1083	1669	7.42288972047158
1129	146	152	168	349	1319	7.42288818081802
1130	146	280	349	668	1083	7.42287667395146
1131	143	241	280	349	392	7.4228636470263
1132	146	152	168	222	349	7.42284799739059
1133	143	152	241	349	1728	7.42282159890772
1134	6	143	168	349	913	7.42276540910249
1135	143	203	349	1083	1592	7.42262961709831
1136	6	146	168	319	349	7.42262956650642
1137	143	152	280	349	1892	7.42256883574934
1138	6	146	168	349	4184	7.42255646268594
1139	349	668	1073	1083	2184	7.42252970667866
1140	143	349	668	1669	2246	7.42233424696721
1141	6	146	168	349	2614	7.42233112969258
1142	143	168	203	280	349	7.42226644613413
1143	6	143	168	349	3342	7.42200040910249
1144	143	152	168	349	939	7.42189868556598
1145	152	349	668	1073	1083	7.42183690805636
1146	143	152	349	579	1592	7.42182977934548
1147	6	146	152	349	543	7.42175148730008
1148	143	146	152	349	2334	7.42174825881096
1149	143	152	310	349	531	7.42172186104975
1150	146	280	349	1096	1204	7.42164654903206
1151	6	143	349	392	668	7.42164641020513
1152	280	349	392	1096	2213	7.42164411312054
1153	53	72	349	668	1083	7.42163362500233
1154	143	349	668	939	1083	7.42148165137021
1155	143	152	203	349	719	7.4214658331914
1156	6	143	152	349	4753	7.42138530795475
1157	146	241	280	349	1592	7.42116412974145
1158	53	152	349	668	1083	7.42113299796294
1159	6	119	143	152	349	7.42111887799575
1160	6	46	146	152	349	7.42111198730008
1161	6	143	152	349	1695	7.42109855795475
1162	143	146	152	349	3023	7.42107125881096
1163	152	241	349	1073	2463	7.42106469040741
1164	152	241	349	579	1592	7.42105484085186
1165	6	143	146	349	913	7.42104987071491
1166	6	152	349	1083	1592	7.42098245007329
1167	6	146	349	392	1592	7.42097660575339
1168	143	152	189	349	668	7.42091647103107
1169	6	143	146	349	3091	7.42090987071491
1170	139	143	152	349	668	7.42089597103107
1171	143	241	349	1096	1592	7.42083432060214
1172	143	152	203	349	617	7.4207907638785
1173	6	143	152	349	3531	7.42068061419472
1174	6	143	146	349	739	7.42066012071491
1175	143	152	310	349	415	7.42053471621086
1176	146	152	241	349	579	7.42048438571731
1177	143	152	241	289	349	7.42043684890772
1178	143	152	349	1096	2213	7.42042247408347
1179	6	152	349	551	1592	7.42037483246268
1180	152	241	349	668	1073	7.42035291638092
1181	143	349	668	1083	2054	7.42033415137021
1182	143	152	241	349	2100	7.42031659890772
1183	6	146	152	349	1319	7.42022873730008
1184	143	152	280	349	994	7.42020746020921
1185	146	168	280	349	668	7.4201829290017
1186	143	152	168	349	1319	7.42012363611733
1187	6	143	146	349	793	7.4200973411088
1188	143	152	241	309	349	7.42007084890772
1189	143	168	280	349	1083	7.42006480931969
1190	146	152	168	349	2213	7.42003030557138
1191	6	143	146	349	1287	7.42000496766669
1192	6	143	152	349	2332	7.41996180795475
1193	146	280	349	668	1096	7.41996051881452
1194	143	146	280	349	1083	7.41994431394149
1195	152	349	668	815	1083	7.41993719031249
1196	146	241	280	349	392	7.41981975162682
1197	6	143	280	349	639	7.41977276287365
1198	280	349	392	1096	1267	7.41974332659449
1199	11	280	349	392	1096	7.41968134150533
1200	143	152	280	349	1532	7.41962902857917
1201	143	152	203	349	2054	7.4195720138785
1202	143	241	280	349	1083	7.41957176337153
1203	6	143	152	349	1995	7.41954006176212
1204	6	146	168	349	1648	7.41953940196773
1205	143	152	349	1592	2213	7.41951412199633
1206	6	143	152	349	1857	7.41950880795475
1207	6	82	143	152	349	7.41949895539666
1208	349	668	1083	1096	1592	7.41937046116074
1209	6	139	143	280	349	7.41928589745711
1210	6	143	211	241	349	7.4192750523596
1211	143	152	349	668	1153	7.41927147103107
1212	6	143	152	349	711	7.41926905795475
1213	143	152	203	349	392	7.41920045332575
1214	6	143	146	349	1487	7.41918912071491
1215	6	146	152	349	2334	7.41913598730008
1216	6	143	152	349	688	7.41911505795475
1217	152	241	349	617	1592	7.41908734085186
1218	146	152	280	349	719	7.41896458381342
1219	6	152	280	349	392	7.41894706859315
1220	143	168	349	521	1592	7.41885933919715
1221	146	168	349	1083	1482	7.41879934396696
1222	146	152	241	349	617	7.41877863571731
1223	6	146	152	349	546	7.41875261567064
1224	143	152	349	994	1592	7.41873127934548
1225	6	143	168	349	3023	7.41862115910249
1226	203	349	668	1083	2734	7.4186095216476
1227	143	146	349	1083	1096	7.41856898655515
1228	143	152	280	349	939	7.41855325965786
1229	143	152	310	349	1083	7.41845079026909
1230	6	146	152	349	3444	7.41842748730008
1231	143	146	280	349	531	7.41835991469735
1232	6	143	146	156	349	7.41833937071491
1233	146	152	168	349	939	7.41823798026668
1234	146	152	349	719	1096	7.4182142600981
1235	143	168	310	349	668	7.41811797450254
1236	143	280	349	668	1592	7.4181050748195
1237	152	241	310	349	1073	7.41809166058027
1238	143	349	668	1083	1984	7.41805215137021
1239	143	152	241	349	1374	7.41797734890772
1240	6	146	152	349	2806	7.41796348730008
1241	6	143	203	349	1482	7.41792692351242
1242	143	203	241	349	415	7.41792385306757
1243	6	143	152	349	1400	7.41791655795475
1244	241	349	1073	1083	1592	7.41781980125262
1245	143	152	203	349	3799	7.41780932633051
1246	6	86	143	152	349	7.41769555795475
1247	143	152	349	407	668	7.41768772103107
1248	6	143	146	349	543	7.41767612071491
1249	6	143	168	349	407	7.41753740910249
1250	6	143	152	349	2789	7.41752005795475
1251	146	152	349	668	2246	7.41750663485048
1252	6	146	168	349	3799	7.41748160729462
1253	6	168	280	349	1482	7.41744982125317
1254	143	152	299	349	668	7.41741747103107
1255	143	152	241	349	813	7.41737084890772
1256	6	143	146	349	916	7.41730437071491
1257	6	146	168	349	1487	7.41728856650642
1258	143	152	241	349	485	7.41728259890772
1259	6	46	146	168	349	7.41725531650642
1260	143	241	247	349	668	7.41723771868023
1261	143	152	349	668	879	7.41720772103107
1262	6	152	168	349	1995	7.41719194755597
1263	349	668	1083	1995	3525	7.41718387992886
1264	143	146	349	392	1482	7.41717252931375
1265	6	143	280	349	1120	7.41704280768023
1266	280	349	668	1083	1592	7.41702370792237
1267	143	146	203	310	349	7.41696630859744
1268	6	143	152	335	349	7.41688730795475
1269	139	143	152	280	349	7.41686696020921
1270	6	146	280	349	639	7.41666183474289
1271	6	146	168	349	351	7.41666181650642
1272	143	152	241	349	891	7.41658534890772
1273	6	143	168	349	1028	7.41648746113129
1274	143	168	203	349	531	7.41645065947066
1275	6	146	241	310	349	7.41642296729133
1276	143	152	280	349	899	7.41640396020921
1277	241	349	668	815	1083	7.41638817233122
1278	143	146	152	349	407	7.41637975881096
1279	143	203	280	349	668	7.41635325073992
1280	6	146	152	349	842	7.41633723730008
1281	143	152	349	1592	3342	7.41633702934548
1282	143	146	152	349	3444	7.41631950881096
1283	146	349	392	551	1096	7.41630804978539
1284	146	280	349	1096	1592	7.41630320302296
1285	143	152	241	349	739	7.41622431492529
1286	6	143	152	349	1863	7.41614011908347
1287	6	143	152	349	854	7.41606730795475
1288	6	143	146	349	3360	7.41605737071491
1289	143	152	241	349	2657	7.41602634890772
1290	241	310	349	668	1083	7.41601327219593
1291	146	168	349	521	1482	7.41594425399935
1292	146	168	349	531	1083	7.41582811240446
1293	6	143	152	349	662	7.41582680795475
1294	6	146	152	349	4327	7.41577598730008
1295	152	241	349	939	1592	7.41573185687025
1296	146	168	241	349	1073	7.41572886996375
1297	143	152	241	349	1380	7.41571884890772
1298	146	241	349	392	1096	7.41567563010769
1299	143	146	168	349	1653	7.41566232921727
1300	152	241	349	1287	1592	7.41565167145556
1301	6	146	168	349	879	7.41557906650642
1302	6	143	152	349	4329	7.41553930795475
1303	6	143	152	251	349	7.41547130795475
1304	146	168	310	349	1096	7.41544230972743
1305	6	152	310	349	1592	7.41543995941848
1306	6	146	152	349	1287	7.41538916328521
1307	146	152	168	349	579	7.41538593081802
1308	143	152	349	415	1592	7.41531355190997
1309	152	203	349	1083	1592	7.41525977964834
1310	143	146	152	349	1028	7.41524832284562
1311	6	143	152	349	1397	7.41523980795475
1312	143	146	241	349	392	7.41515926157418
1313	143	146	168	349	579	7.41515582921727
1314	143	146	152	349	3799	7.41514778884299
1315	6	143	152	349	3296	7.41514080795475
1316	119	143	152	241	349	7.41504819172095
1317	143	146	168	211	349	7.41497282921727
1318	6	146	152	349	994	7.41496773730008
1319	146	152	349	1096	1592	7.41495879148072
1320	6	143	349	1083	1482	7.4149584735237
1321	143	152	290	349	668	7.41493897103107
1322	143	152	241	349	725	7.41491534890772
1323	143	168	203	349	521	7.41483067956163
1324	6	146	168	349	812	7.41482706650642
1325	6	146	152	349	3235	7.41477198730008
1326	143	152	241	349	2493	7.41476234890772
1327	6	143	146	349	406	7.41473462071491
1328	146	168	349	1096	1319	7.41470953642342
1329	143	310	349	668	1096	7.41466313580961
1330	6	143	241	349	551	7.41463925177744
