V1	V2	V3	V4	V5	V6
1331	146	280	349	392	2213	7.41456922120365
1332	6	143	152	349	353	7.41455780795475
1333	143	152	203	266	349	7.41455695838163
1334	14	146	152	280	349	7.41454022240767
1335	143	280	349	1482	1592	7.41451989885468
1336	6	82	146	349	668	7.41443545336263
1337	143	146	152	349	1153	7.41442250881096
1338	6	143	349	531	668	7.41440339156518
1339	72	143	349	668	1083	7.41415040364023
1340	6	146	168	349	3444	7.41414031650642
1341	143	152	203	349	879	7.4141300138785
1342	146	241	349	719	1096	7.41412989157843
1343	14	143	152	349	1482	7.41409030091543
1344	6	143	146	349	2320	7.41405937071491
1345	6	143	146	349	1728	7.41404937071491
1346	143	146	280	349	719	7.41403186697772
1347	143	241	349	719	1096	7.41402465363027
1348	6	30	143	152	349	7.41398730795475
1349	143	152	195	241	349	7.41397122783415
1350	143	203	349	668	3525	7.41395390481365
1351	6	143	349	551	1482	7.41394834038505
1352	143	152	203	349	2246	7.41391363473532
1353	146	152	203	349	1096	7.41387541530078
1354	143	152	241	349	688	7.41377359890772
1355	14	143	152	168	349	7.41377188611733
1356	6	143	152	349	372	7.41375155795475
1357	6	143	247	349	668	7.41374934959226
1358	203	241	349	1073	1592	7.41368361703924
1359	6	146	168	349	1667	7.41368266284949
1360	6	143	168	349	1995	7.41367911353763
1361	6	143	280	349	3342	7.41366539745711
1362	6	143	196	280	349	7.41365407237509
1363	152	349	668	1482	1592	7.41364500656238
1364	6	146	349	668	1482	7.41362834675078
1365	146	152	203	280	349	7.41360136036211
1366	6	143	152	338	349	7.41357880795475
1367	6	146	168	349	390	7.41357856650642
1368	6	146	241	349	719	7.41354881604269
1369	143	152	241	335	349	7.41351234890772
1370	6	146	168	326	349	7.41347664744097
1371	280	349	392	1028	1096	7.41344760586975
1372	6	143	146	349	415	7.41342428382128
1373	6	152	222	349	1482	7.41339836693336
1374	6	143	152	179	349	7.41328880795475
1375	6	146	168	349	3751	7.41328581650642
1376	14	146	152	168	349	7.41318293081802
1377	146	152	280	349	531	7.41310610510812
1378	143	152	287	349	668	7.41306597103107
1379	6	146	168	349	1863	7.4130021255421
1380	6	146	152	349	1719	7.41298423730008
1381	6	82	143	146	349	7.41296821085919
1382	143	168	349	1482	1592	7.41295343900036
1383	6	143	152	349	2493	7.41293080795475
1384	146	152	241	349	939	7.41290268516597
1385	6	143	280	349	899	7.41290214745711
1386	6	143	280	349	1028	7.41289897134634
1387	6	143	152	349	4282	7.41289255795475
1388	146	152	168	349	3342	7.41288968081802
1389	143	211	241	349	668	7.41287693060253
1390	143	152	168	349	2213	7.41276346909638
1391	143	168	310	349	1096	7.41268323354537
1392	143	152	157	349	668	7.41267022103107
1393	143	146	349	719	1096	7.41265146237395
1394	143	280	349	564	1096	7.41264030066307
1395	6	143	146	349	1719	7.41261587071491
1396	143	152	241	349	2246	7.41261181390932
1397	143	203	310	349	1083	7.41251565137204
1398	146	152	241	349	3342	7.41249563571731
1399	143	152	203	349	1299	7.4124162638785
1400	6	143	146	349	487	7.41240862071491
1401	6	146	152	349	913	7.41239123730008
1402	143	152	280	349	1984	7.41236946020921
1403	6	143	168	349	879	7.41236665910249
1404	143	152	349	1073	2213	7.41231180213526
1405	143	152	349	668	3444	7.41228397103107
1406	146	168	349	521	1995	7.41224905333972
1407	6	146	241	349	392	7.41216378718603
1408	146	152	241	349	376	7.41214179468632
1409	143	152	156	241	349	7.41212484890772
1410	6	152	349	668	1083	7.41208965075159
1411	143	152	280	349	1653	7.41208396020921
1412	146	168	349	1482	1995	7.41191173973223
1413	143	152	241	319	349	7.41190509890772
1414	152	203	349	668	1995	7.4119047494773
1415	143	152	241	349	2040	7.41189109890772
1416	6	146	280	349	1798	7.41188332495444
1417	143	146	168	349	376	7.4118780864328
1418	6	146	152	349	3751	7.41184523730008
1419	143	152	349	487	668	7.41184172103107
1420	141	247	349	668	1083	7.41182794220811
1421	152	222	241	280	349	7.41179898533202
1422	143	152	349	899	1592	7.41162302934548
1423	143	146	152	349	1798	7.4116035227803
1424	6	143	168	349	1892	7.41159359221941
1425	143	280	349	392	551	7.41159227801409
1426	146	168	280	349	521	7.41152274399515
1427	6	146	168	349	639	7.41150227835267
1428	6	143	146	349	2246	7.41141841546147
1429	6	143	152	349	2153	7.41140480795475
1430	143	152	241	349	2016	7.41134734890772
1431	143	146	168	349	1073	7.41134528161772
1432	6	146	168	349	2334	7.41133981650642
1433	143	152	241	349	4327	7.41132359890772
1434	146	152	168	349	617	7.41123443081802
1435	143	152	349	1073	1482	7.41110618278563
1436	6	146	152	349	3091	7.41110373730008
1437	6	143	152	349	852	7.41109980795475
1438	146	152	266	280	349	7.4110890427945
1439	143	146	168	349	2107	7.41103672298851
1440	139	152	241	349	1592	7.41101534085186
1441	143	241	349	1073	1096	7.41098437197073
1442	6	143	146	349	2614	7.41092637599573
1443	6	146	152	349	938	7.41088148730008
1444	143	152	203	349	3023	7.4108507638785
1445	143	152	203	349	407	7.4108325138785
1446	6	143	152	349	812	7.41081705795475
1447	152	241	349	1592	3342	7.41070459085186
1448	6	146	168	290	349	7.41063806650642
1449	143	241	280	310	349	7.41061688968041
1450	143	241	349	392	1096	7.41059615582544
1451	6	146	152	349	4286	7.41051598730008
1452	6	146	152	349	977	7.41049423730008
1453	143	152	203	349	899	7.4104540138785
1454	143	146	152	349	3235	7.41044100881096
1455	6	41	143	152	349	7.41042630795475
1456	6	146	280	349	617	7.41033377235881
1457	6	143	152	349	912	7.41030455795475
1458	143	310	349	668	1669	7.41029946964794
1459	6	143	280	349	1892	7.41025937486584
1460	6	143	152	349	2016	7.41025855795475
1461	152	241	349	994	1592	7.41025809085186
1462	6	146	152	349	782	7.41017948730008
1463	152	241	280	349	1096	7.41017275442434
1464	143	146	349	668	1669	7.41016438152518
1465	6	143	211	349	668	7.41013669712609
1466	143	146	152	349	376	7.41012123774796
1467	143	152	203	349	916	7.4100887638785
1468	6	143	168	266	349	7.41006538910259
1469	6	14	143	241	349	7.4100608023596
1470	146	152	241	349	1892	7.41003412181082
1471	143	152	349	668	2334	7.40992322103107
1472	146	152	241	349	3773	7.40991422375154
1473	143	152	349	668	3235	7.40987447103107
1474	6	152	222	349	1592	7.40986077334576
1475	6	14	152	349	1592	7.40984057812388
1476	143	152	349	551	1592	7.40982502306755
1477	6	143	168	289	349	7.40980690910249
1478	6	146	280	349	939	7.40973177235881
1479	143	152	168	349	1653	7.40972388611733
1480	349	668	1083	2246	2734	7.409651588641
1481	143	152	241	349	754	7.40963334890772
1482	6	143	152	341	349	7.40960780795475
1483	143	146	168	349	3342	7.40959857921727
1484	143	146	152	290	349	7.40958750881096
1485	146	168	349	646	1096	7.40956489207433
1486	143	152	241	349	4992	7.40955909890772
1487	6	146	152	349	1362	7.40955748730008
1488	6	143	146	349	2054	7.40949412071491
1489	6	139	146	280	349	7.40949027235881
1490	152	349	668	1096	1592	7.409475959233
1491	6	146	349	1083	1482	7.40944938905696
1492	6	146	152	349	487	7.40940523730008
1493	146	168	349	1096	1532	7.40937714618538
1494	143	349	668	1083	3773	7.40935537783191
1495	143	152	349	531	1073	7.40933974310819
1496	143	146	168	349	551	7.40924754462249
1497	143	152	349	1083	1482	7.40922396420033
1498	143	152	168	349	579	7.40916113611733
1499	241	349	668	1073	1592	7.40914570727671
1500	6	146	152	349	1653	7.40914048730008
1501	6	143	280	349	564	7.40908491794555
1502	6	146	168	349	778	7.40904656650642
1503	6	143	168	349	994	7.40904540910249
1504	143	152	280	349	376	7.40901464541696
1505	143	146	152	287	349	7.40899000881096
1506	6	143	168	349	3799	7.40896103454245
1507	152	241	349	1592	2213	7.40894946774212
1508	6	146	152	349	778	7.40887973730008
1509	119	143	349	668	1083	7.40881124418344
1510	6	152	280	349	1041	7.40864875716461
1511	143	152	241	349	4343	7.40860609890772
1512	6	146	152	349	3074	7.40858198730008
1513	146	280	349	1028	1096	7.40857358127489
1514	6	146	152	349	2614	7.40855105048625
1515	146	280	349	392	1028	7.40854036424606
1516	6	143	280	349	1653	7.40852439745711
1517	6	146	280	349	899	7.40850052235881
1518	6	143	349	531	1592	7.40848022486494
1519	143	203	349	531	668	7.40847790529928
1520	143	310	349	668	1073	7.40846839224832
1521	6	280	349	392	1041	7.40844825780062
1522	168	241	280	349	1592	7.40841116900676
1523	146	152	241	349	899	7.40839763571731
1524	6	143	168	349	3191	7.40832840910249
1525	6	143	152	349	936	7.40830130795475
1526	146	280	349	1096	3173	7.4082629732474
1527	280	349	392	1041	1096	7.40823996340745
1528	6	146	168	349	1299	7.40821231650642
1529	152	241	349	392	1592	7.40818799273709
1530	6	143	152	349	4380	7.40817580795475
1531	143	152	349	668	3622	7.40817147103107
1532	139	146	152	241	349	7.40805813571731
1533	146	152	168	349	551	7.40802372086504
1534	143	152	349	668	1728	7.40801122103107
1535	143	152	349	668	916	7.40796297103107
1536	143	152	168	349	3342	7.40792613611733
1537	143	152	168	349	899	7.40792138611733
1538	6	143	152	349	1176	7.40784430795475
1539	143	152	203	349	1153	7.4078352638785
1540	143	152	349	551	1096	7.40777967985524
1541	6	143	146	349	485	7.40776612071491
1542	146	152	168	349	376	7.40774828081676
1543	6	143	280	349	359	7.40766298990018
1544	6	143	146	349	938	7.40753437071491
1545	143	152	280	349	1299	7.40741996020921
1546	143	203	349	1083	1096	7.40739529493586
1547	6	146	168	349	1356	7.40738056650642
1548	143	152	241	349	731	7.40737909890772
1549	143	152	168	349	617	7.40737838611733
1550	146	152	241	349	994	7.40735663571731
1551	6	143	152	316	349	7.40733455795475
1552	6	168	349	668	1592	7.40727056221751
1553	6	146	152	349	559	7.40724348730008
1554	143	152	196	349	668	7.40724181466009
1555	143	152	168	349	1669	7.4072273512503
1556	143	203	211	349	668	7.40721222565466
1557	143	241	280	349	719	7.40717183188333
1558	146	241	310	349	668	7.40716708786542
1559	143	152	241	338	349	7.40716609890772
1560	6	146	152	349	2320	7.40715873730008
1561	146	152	203	349	1083	7.40707261071887
1562	143	152	241	349	1719	7.40703334890772
1563	6	143	146	349	2040	7.40700687071491
1564	6	146	152	319	349	7.40699373730008
1565	11	146	152	280	349	7.40695972799521
1566	143	152	241	349	390	7.40691909890772
1567	6	146	349	1096	1995	7.40691442900104
1568	143	152	349	668	2614	7.40691109607044
1569	6	143	168	349	1153	7.40680840910249
1570	143	152	241	349	750	7.40673459890772
1571	6	146	310	349	668	7.40673319329814
1572	6	146	168	266	349	7.40656831949749
1573	143	152	241	349	3525	7.40656205361044
1574	143	203	310	349	1073	7.40655909464547
1575	143	152	168	349	994	7.40650638611733
1576	143	152	280	349	3235	7.40648971020921
1577	143	152	310	349	1482	7.40647787672221
1578	6	146	203	349	668	7.40647015750499
1579	143	349	668	1083	1892	7.40639573261853
1580	146	152	211	241	349	7.4063936295675
1581	6	143	168	349	739	7.40637653528657
1582	6	146	152	349	1728	7.40619248730008
1583	146	241	280	349	531	7.40618228857411
1584	146	152	203	349	1482	7.40618172311923
1585	146	168	241	349	392	7.40613769646394
1586	6	143	349	1096	1532	7.40609888961701
1587	143	152	280	349	1667	7.406074402895
1588	143	349	579	668	1083	7.40606390137021
1589	6	143	152	349	3525	7.40605568868909
1590	143	146	152	349	916	7.40603600881096
1591	152	241	349	899	1592	7.40598234085186
1592	6	241	349	668	1592	7.40595049812739
1593	143	152	349	617	1592	7.40590627934548
1594	143	152	349	668	1046	7.40589172103107
1595	143	152	203	349	2053	7.40588754308638
1596	6	146	168	349	2060	7.40588606650642
1597	46	143	146	152	349	7.40587725881096
1598	143	146	168	349	899	7.40586507921727
1599	146	349	392	1028	1096	7.4058346523853
1600	88	143	152	241	349	7.40583009890772
1601	6	143	152	349	3464	7.40582030795475
1602	6	146	168	189	349	7.40580731650642
1603	14	143	146	168	349	7.40570507921727
1604	143	203	349	668	994	7.40568097565466
1605	143	152	241	349	2114	7.40565934890772
1606	6	143	280	349	1984	7.40565589745711
1607	139	146	152	168	349	7.40562043081802
1608	146	152	280	349	1995	7.40560290776986
1609	152	241	349	1592	1653	7.40556534085186
1610	146	152	280	349	579	7.40551797240767
1611	6	146	168	349	994	7.40550956650642
1612	143	168	280	349	521	7.40547991210483
1613	143	146	152	349	465	7.40543975881096
1614	143	152	349	1592	1669	7.40543221197293
1615	143	146	168	349	564	7.40541558384079
1616	6	146	152	349	882	7.40541298730008
1617	6	143	152	349	791	7.40540330795475
1618	143	152	241	349	1895	7.40537959890772
1619	6	168	349	521	1592	7.40537652545029
1620	6	143	146	349	1032	7.40536087071491
1621	280	349	392	1096	1121	7.40523681116055
1622	6	143	146	349	778	7.40519812071491
1623	146	152	168	349	3173	7.40519305522998
1624	6	143	241	349	939	7.4051725523596
1625	53	152	349	668	1592	7.40514760533503
1626	143	152	241	349	646	7.40509666125512
1627	203	241	349	1083	1592	7.40504938312693
1628	152	349	668	1083	2734	7.40501888524836
1629	168	280	349	531	1096	7.40495248696196
1630	146	152	349	551	1482	7.40494660207204
1631	143	146	152	349	2054	7.40493225881096
1632	6	143	152	349	695	7.40486330795475
1633	143	152	349	392	551	7.40481877554606
1634	6	143	152	349	2053	7.40480882019483
1635	143	349	668	1083	1153	7.40468065137021
1636	6	143	168	349	465	7.40454365910249
1637	146	203	241	349	668	7.40453218818458
1638	152	168	222	241	349	7.40447946204866
1639	143	152	241	349	842	7.40444634890772
1640	6	143	310	349	1083	7.40438933542088
1641	6	143	152	349	904	7.40429630795475
1642	143	152	349	551	1482	7.40427355010296
1643	6	146	152	156	349	7.40417198730008
1644	143	152	280	349	465	7.40406921020921
1645	143	146	152	349	1287	7.40404659824574
1646	146	152	280	349	1083	7.404036832353
1647	6	143	152	195	349	7.40386210193414
1648	6	14	143	349	1592	7.40384781917796
1649	6	146	168	349	3271	7.40384456650642
1650	143	168	280	349	719	7.40382223236033
1651	143	280	349	392	1592	7.40380981688307
1652	143	152	280	349	415	7.40379219365958
1653	143	152	241	349	2903	7.40373709890772
1654	143	203	211	241	349	7.40371660495032
1655	143	146	152	349	487	7.40369875881096
1656	6	143	146	349	1648	7.40368785401065
1657	143	203	349	415	668	7.40361575514248
1658	6	280	349	668	1592	7.40361431914485
1659	146	349	392	1096	2213	7.40359360873797
1660	6	146	280	310	349	7.40358347456927
1661	6	146	168	349	1287	7.40357069840859
1662	6	146	168	349	4327	7.40349331650642
1663	6	143	146	349	676	7.40339762071491
1664	146	152	241	349	1984	7.40334713571731
1665	72	152	203	349	668	7.40333151684538
1666	146	152	349	1083	1096	7.4032915858551
1667	241	349	668	1083	3525	7.40319757801249
1668	152	168	203	349	1592	7.40318279796825
1669	143	146	152	349	3191	7.40316675881096
1670	6	143	152	349	2392	7.40314605795475
1671	146	168	349	1096	2107	7.40310181597474
1672	152	241	349	719	1592	7.40307795397438
1673	6	143	168	349	1487	7.40300290910249
1674	6	146	152	349	2060	7.40299676019809
1675	143	152	241	349	1532	7.40298718255741
1676	146	152	241	349	1653	7.40294388571731
1677	143	241	349	668	719	7.40288300620686
1678	14	146	152	349	1482	7.40281965708502
1679	152	241	349	668	2463	7.40271916697213
1680	143	152	280	349	1153	7.40271296020921
1681	143	152	203	287	349	7.4026967638785
1682	6	222	280	349	1096	7.40267205239084
1683	6	146	152	349	406	7.40262748730008
1684	6	143	146	349	661	7.40258712071491
1685	6	143	152	349	4783	7.40257155795475
1686	6	143	152	349	2114	7.40255755795475
1687	6	146	349	1083	1592	7.40248558640727
1688	146	152	168	349	1028	7.40244786026648
1689	146	168	349	939	1096	7.40243503642342
1690	6	146	168	349	3396	7.40241156650642
1691	143	146	211	241	349	7.40239960634842
1692	6	146	152	349	867	7.40236240133797
1693	6	143	168	349	1648	7.40230303636965
1694	146	168	241	349	1319	7.40221183641297
1695	143	152	203	349	3622	7.4021780138785
1696	143	152	241	349	1357	7.40217284890772
1697	6	143	152	349	2970	7.40208955795475
1698	143	152	203	349	2334	7.4020445138785
1699	152	247	349	668	1592	7.40203200779539
1700	143	299	349	668	1083	7.40195915137021
1701	146	152	241	349	551	7.40186384495971
1702	6	82	146	349	1482	7.40184518741708
1703	6	146	168	349	977	7.40176231650642
1704	6	143	146	349	842	7.40174037071491
1705	143	152	168	349	1984	7.40173138611733
1706	14	143	349	668	1083	7.40170515137021
1707	143	146	168	349	994	7.40170507921727
1708	152	241	310	349	668	7.40168532212333
1709	143	310	349	668	2246	7.40168448272089
1710	6	143	280	349	793	7.40163745252773
1711	152	203	280	349	1592	7.40162993429316
1712	143	168	349	531	1083	7.40162975250821
1713	146	168	349	1096	2213	7.40160473320588
1714	6	143	152	349	670	7.40160005795475
1715	6	146	203	280	349	7.40156791182892
1716	146	152	203	349	1995	7.40155637835594
1717	146	168	349	719	1482	7.40155202018718
1718	152	349	668	1083	3525	7.40150559599376
1719	6	146	152	349	1487	7.40149048730008
1720	143	152	241	349	4286	7.40147859890772
1721	143	152	241	349	639	7.40145849426816
1722	143	241	349	415	668	7.40142331233833
1723	6	143	349	668	1418	7.40139635563634
1724	143	146	152	349	646	7.40129360333305
1725	6	143	146	349	4184	7.40126799675375
1726	6	146	152	349	390	7.40124698730008
1727	6	146	152	349	1032	7.40120573730008
1728	143	168	349	564	1096	7.40118749070842
1729	143	152	349	668	848	7.40115011936338
1730	143	152	241	349	546	7.40110906077384
1731	143	152	349	668	2493	7.40108972103107
1732	168	349	668	1083	1592	7.40105971590468
1733	6	143	152	247	349	7.40099197156597
1734	6	143	152	159	349	7.40096580795475
1735	146	280	349	1482	1592	7.40094768455993
1736	6	146	168	349	3235	7.40090156650642
1737	143	152	349	465	668	7.40089622103107
1738	143	146	152	349	1046	7.40085975881096
1739	6	146	152	349	3799	7.40084077808828
1740	53	143	152	241	349	7.40083651391302
1741	11	146	280	349	1096	7.40083470857812
1742	6	146	168	349	1073	7.40082766840175
1743	6	143	146	157	349	7.40082087071491
1744	6	143	146	349	4286	7.40080012071491
1745	143	168	349	531	668	7.40069332525133
1746	143	146	310	349	1096	7.40063773812359
1747	6	146	168	349	3622	7.40059231650642
1748	6	146	152	349	564	7.40057822151277
1749	143	152	241	349	2866	7.40055509890772
1750	143	152	349	551	668	7.40054923447398
1751	146	152	349	1096	2213	7.40049964773796
1752	241	280	349	1482	1592	7.40042854365972
1753	146	168	349	793	1096	7.40040653388197
1754	143	349	668	1083	1728	7.40037565137021
1755	143	146	280	349	551	7.40035277653731
1756	143	152	349	1592	3773	7.40033896166188
1757	6	143	280	349	3235	7.40032064745711
1758	143	152	203	299	349	7.4003117638785
1759	143	152	241	341	349	7.40030884890772
1760	143	152	280	349	3191	7.40030521020921
1761	6	146	152	349	2434	7.40023398730008
1762	310	349	668	1083	2184	7.40020196619694
1763	152	241	349	1073	1083	7.40018871838005
1764	11	146	280	349	392	7.40016847888582
1765	6	143	152	224	349	7.40014755795475
1766	6	146	168	349	1046	7.40014156650642
1767	143	152	349	392	2213	7.40012748887749
1768	143	152	280	349	407	7.40012346020921
1769	119	143	152	349	668	7.4001058138443
1770	6	143	152	349	592	7.40007655795475
1771	143	152	349	1073	2053	7.4000586275498
1772	6	143	349	668	719	7.40004566910445
1773	143	152	241	349	1397	7.40000834890772
1774	41	143	152	241	349	7.39997734890772
1775	143	152	349	939	1592	7.39996329536387
1776	143	247	310	349	668	7.39995146093891
1777	6	146	168	349	656	7.39994931650642
1778	6	143	146	349	546	7.39990083258103
1779	143	146	152	349	879	7.39987100881096
1780	6	146	168	349	2434	7.39966256650642
1781	6	143	146	349	4327	7.39966137071491
1782	146	152	241	349	1319	7.39965938571731
1783	143	152	156	349	668	7.39965522103107
1784	143	152	241	349	938	7.39948384890772
1785	6	143	146	349	656	7.39940762071491
1786	143	203	349	668	1653	7.39933238487676
1787	6	152	241	280	349	7.39931083673215
1788	6	143	349	564	1096	7.39928618695827
1789	349	668	1083	2184	2614	7.39927270379423
1790	146	241	280	349	719	7.39915370014976
1791	143	152	211	280	349	7.39914520405939
1792	168	241	280	349	1096	7.39914147274381
1793	6	146	280	349	564	7.39913628822747
1794	6	143	146	349	3751	7.39911937071491
1795	143	152	280	349	1669	7.39899295243216
1796	72	143	152	349	668	7.3989879749933
1797	6	146	280	349	3342	7.39897802235881
1798	146	168	241	349	376	7.3989602736605
1799	6	143	146	349	813	7.39893312071491
1800	143	152	349	668	3360	7.39892297103107
1801	88	143	349	668	1083	7.39881390137021
1802	146	152	168	349	564	7.39870090282249
1803	146	152	241	349	1153	7.39864863571731
1804	6	143	152	202	349	7.39860905795475
1805	6	146	168	349	725	7.39860531650642
1806	6	146	152	287	349	7.39854823730008
1807	146	241	349	1083	1096	7.398534711044
1808	143	152	349	1592	1892	7.39851400529802
1809	143	152	349	668	3531	7.39850202727105
1810	6	146	168	349	3360	7.39850056650642
1811	143	152	203	349	3444	7.3984995138785
1812	72	241	349	668	1073	7.39847553091531
1813	143	152	349	579	1482	7.39846005091543
1814	146	168	193	349	1096	7.39843835710164
1815	6	146	349	1096	1532	7.39842816155769
1816	143	146	280	349	2213	7.39834721442137
1817	6	152	280	349	1267	7.39831790931047
1818	143	152	349	668	2657	7.39830047103107
1819	143	152	349	668	3521	7.39826797103107
1820	6	143	168	319	349	7.39823465910249
1821	143	168	349	1096	3173	7.39817627440101
1822	349	668	1083	1669	3525	7.39812730570714
1823	143	152	241	349	2434	7.39808434890772
1824	6	146	349	1083	1995	7.39805449806222
1825	143	152	196	280	349	7.39800880383823
1826	146	152	203	349	1073	7.39799595820862
1827	146	152	280	349	617	7.39795272240767
1828	6	146	168	349	406	7.39794756650642
1829	152	280	349	411	1096	7.39791806491958
1830	146	152	280	349	3342	7.39788722240767
1831	146	152	168	349	1892	7.39788116691153
1832	143	152	266	349	1592	7.39787478040059
1833	6	143	152	349	1252	7.39778480795475
1834	143	152	349	543	668	7.39775422103107
1835	6	143	152	349	2267	7.39769505795475
1836	6	146	152	349	891	7.39765123730008
1837	146	152	168	349	465	7.39764218081802
1838	146	152	241	349	1299	7.39761363571731
1839	349	668	1083	2246	2614	7.39761283374983
1840	6	143	146	349	559	7.39758287071491
1841	6	146	168	349	3074	7.39758281650642
1842	6	146	152	349	738	7.39755848730008
1843	152	310	349	668	1083	7.3975554523835
1844	6	143	152	349	615	7.39753505795475
1845	6	143	168	349	1064	7.39753290910249
1846	143	203	241	349	1653	7.39751101417243
1847	143	152	224	241	349	7.39747309890772
1848	6	146	349	564	1096	7.39746092692192
1849	146	152	349	392	551	7.39745089217749
1850	6	143	168	349	754	7.39743990910249
1851	152	349	392	1482	1592	7.39741631454994
1852	146	152	241	349	3023	7.39741463571731
1853	6	143	152	349	2997	7.39738280795475
1854	86	143	152	349	668	7.39738072103107
1855	310	349	668	1083	2246	7.39737690447877
1856	146	152	241	349	1356	7.39735838571731
1857	6	143	241	266	349	7.39731703235969
1858	143	152	241	349	711	7.39730859890772
1859	6	143	152	349	1670	7.39730380795475
1860	6	146	152	349	4992	7.39730223730008
1861	280	349	392	1482	1592	7.39719143960524
1862	6	143	168	349	2334	7.39714690910249
1863	6	143	168	349	3360	7.39714315910249
1864	143	349	617	668	1083	7.39710940137021
1865	6	146	152	349	351	7.39706573730008
1866	143	349	407	668	1083	7.39705315137021
1867	152	241	349	1592	3023	7.39703209085186
1868	6	143	152	349	803	7.39701684725761
1869	6	143	152	349	3601	7.39695030795475
1870	143	152	168	349	1798	7.39693974750148
1871	143	146	152	289	349	7.39689175881096
1872	6	143	146	349	2434	7.39686662071491
1873	146	168	349	531	1995	7.39683488844908
1874	139	143	152	203	349	7.3967195138785
1875	146	280	349	551	1482	7.39669931814469
1876	143	152	189	203	349	7.3966937638785
1877	6	143	280	349	782	7.39667464745711
1878	143	152	168	349	551	7.39666898036486
1879	143	349	668	1083	2184	7.39663827786899
1880	143	146	152	349	1667	7.3966243030527
1881	139	143	152	349	1592	7.39662402934548
1882	6	143	168	349	4611	7.39661790910249
1883	146	152	168	349	1653	7.39661218081802
1884	143	152	241	349	1176	7.39659259890772
1885	6	143	146	349	1863	7.39654967975059
1886	6	143	152	349	3563	7.39653130795475
1887	146	152	168	349	646	7.39652598923694
1888	6	143	280	349	407	7.39651664745711
1889	143	152	203	349	3235	7.3964982638785
1890	6	146	168	349	2332	7.39648381650642
1891	6	143	280	349	1267	7.3964794209052
1892	143	152	241	349	656	7.39644709890772
1893	143	152	241	349	2159	7.39643859890772
1894	6	146	168	349	938	7.39642931650642
1895	146	168	280	349	376	7.39640494946874
1896	143	152	241	349	1267	7.39639730826277
1897	6	146	168	349	731	7.39634181650642
1898	146	152	280	349	899	7.39634022240767
1899	6	146	152	349	4343	7.39633948730008
1900	143	241	310	349	415	7.39631635210724
1901	349	668	1083	1592	2614	7.39629087348999
1902	241	310	349	1073	1592	7.39625055318764
1903	146	349	668	1083	3525	7.39620388442984
1904	6	143	152	349	358	7.39616205795475
1905	6	143	280	349	3191	7.39610114745711
1906	143	203	349	668	1319	7.39598872565466
1907	6	46	143	168	349	7.39596090910249
1908	143	152	241	349	4611	7.39594559890772
1909	146	241	349	1096	1482	7.39590316565977
1910	349	668	1083	1096	2184	7.39588491254111
1911	143	152	349	1592	1984	7.39587327934548
1912	143	152	349	668	2316	7.39581372103107
1913	146	152	349	392	1592	7.39580967958589
1914	146	241	349	1073	1083	7.39579295598843
1915	6	143	152	349	3045	7.39578930795475
1916	139	143	152	168	349	7.39576513611733
1917	143	241	349	668	1653	7.39573418060253
1918	143	152	349	668	1798	7.39567398500041
1919	6	146	168	349	3521	7.39564256650642
1920	143	152	203	349	3360	7.3956230138785
1921	143	152	349	1482	2213	7.39561026592539
1922	143	349	668	1083	1299	7.39560490137021
1923	6	143	146	349	891	7.39559587071491
1924	143	152	241	349	977	7.39558459890772
1925	6	146	168	349	4992	7.39553081650642
1926	143	146	168	349	1669	7.39549139663733
1927	143	146	349	668	1482	7.39547609524181
1928	152	222	241	349	1073	7.39546658626657
1929	143	152	241	349	559	7.39546059890772
1930	6	146	203	241	349	7.39542040795869
1931	6	146	152	337	349	7.39541898730008
1932	143	146	168	349	1892	7.39541859683647
1933	6	143	152	349	2691	7.39537410116539
1934	6	146	152	349	1064	7.39537398730008
1935	6	143	241	349	579	7.3953418023596
1936	143	335	349	668	1083	7.39533240137021
1937	143	146	168	349	1984	7.39532332921727
1938	152	349	392	1096	1592	7.39532253538009
1939	143	152	168	349	1892	7.39525746736565
1940	146	280	349	793	1096	7.39525229497404
1941	143	203	241	349	1482	7.39524301041515
1942	6	143	152	349	1350	7.39519280795475
1943	143	168	349	1096	1204	7.39517772906572
1944	6	146	152	349	3396	7.39516823730008
1945	152	241	349	1299	1592	7.39514959085186
1946	152	241	349	1153	1592	7.39512509085186
1947	146	168	280	349	3173	7.39511506147987
1948	143	152	349	668	813	7.39511497103107
1949	6	143	152	349	3371	7.39504880795475
1950	349	668	1083	1418	2184	7.39503991111385
1951	6	143	152	349	3115	7.39500005795475
1952	143	241	349	668	994	7.39497493060253
1953	146	168	280	349	551	7.39496991761897
1954	6	143	152	349	4206	7.39492980795475
1955	143	146	152	196	349	7.39490010243998
1956	6	143	146	232	349	7.39488087071491
1957	143	152	168	349	3173	7.39486736165522
1958	6	146	159	168	349	7.39486531650642
1959	146	349	392	719	1096	7.39476749010862
1960	143	152	349	1592	1653	7.39473052934548
1961	152	241	349	1592	1984	7.39471909085186
1962	143	152	280	349	1028	7.39466109355707
1963	143	152	168	211	349	7.39463587996751
1964	143	152	203	290	349	7.3946260138785
1965	6	146	152	157	349	7.39462348730008
1966	143	152	349	1096	1204	7.39460459819569
1967	6	30	146	168	349	7.39459656650642
1968	143	241	349	668	3525	7.39453529800303
1969	143	168	203	310	349	7.39453306813175
1970	6	119	143	146	349	7.39451494208756
1971	6	146	310	349	1096	7.39449055732016
1972	146	152	168	349	1984	7.39441993081802
1973	143	349	668	1592	1669	7.39439902883798
